POA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
POA6012,0,0,0,0,0,0,0,0,11,0,17,3,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,3,7,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,3,3,5,9,0,11,0,4,0,4,0,3,0,6,6,0,10,0,12,0,10,0,0,0,17,10,0,24,5,7,0,16,0,0,0,18,8,0,24,8,11,0,16,0,0,0,16,4,0,21,5,3,0,7,0,0,0,7,6,0,12,7,5,0,10,0,0,0,10,4,0,17,4,10,0,18,0,0,0,18,3,0,22,6,4,0,12,0,0,0,12,10,0,19,4,3,0,10,0,0,0,10,0,0,7,0,3,0,3,0,0,0,3,0,0,5,14,4,0,14,0,0,0,14,7,0,18,9,0,0,8,0,0,0,8,4,0,16,10,4,4,25,3,3,3,23,6,0,30,0,0
POA6014,0,0,0,0,0,0,3,3,16,0,15,0,3,0,3,0,0,0,3,7,0,12,0,4,0,4,0,0,0,4,10,0,12,0,5,0,10,0,0,0,6,3,0,10,0,6,0,6,0,3,3,4,10,0,12,0,22,0,18,0,3,3,23,14,0,35,4,12,0,18,0,0,0,23,20,0,37,9,14,0,24,0,0,3,21,14,0,37,11,21,0,34,0,0,3,33,15,0,47,11,15,0,23,0,0,0,23,8,0,29,8,9,0,22,0,0,0,22,8,0,32,22,5,0,29,0,0,0,29,3,0,35,27,14,0,38,0,0,0,40,14,0,51,13,10,0,15,0,0,0,20,3,0,20,7,0,0,8,0,0,0,8,3,0,8,18,9,4,31,0,0,3,29,0,0,29,17,5,0,21,0,0,0,21,4,0,28,22,15,3,39,0,0,0,43,17,3,63,0,0
POA6015,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,3,3,0,6,0,0,0,3,0,0,0,3,3,0,8,4,0,0,4,0,0,0,3,9,0,12,0,4,0,5,0,0,0,5,5,0,10,3,0,0,5,0,0,0,5,3,0,10,3,3,0,3,0,0,0,3,3,0,9,3,4,0,8,0,0,0,8,3,0,8,9,0,0,12,0,0,0,12,4,0,17,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,4,0,12,9,4,0,13,0,0,0,13,4,0,19,3,8,0,10,0,0,0,10,7,0,19,0,0
POA6016,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,4,3,3,3,0,11,0,0,0,0,0,5,5,4,0,0,5,0,6,0,3,0,3,3,9,13,0,20,0,10,0,13,0,0,0,10,5,0,17,3,11,0,15,0,0,0,15,5,0,23,0,11,0,11,0,0,0,11,4,0,20,6,10,3,22,0,0,3,22,13,0,34,9,10,0,20,0,0,0,23,0,0,18,7,3,0,7,0,0,0,11,4,0,14,6,3,0,14,0,0,0,14,4,0,22,24,8,0,26,0,0,0,26,3,0,35,3,0,0,5,0,0,0,5,3,0,6,3,0,0,3,0,0,0,3,0,0,5,9,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,3,0,4,11,10,0,18,0,0,3,21,6,0,28,0,0
POA6017,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,3,6,0,12,0,3,0,8,0,0,0,3,8,0,10,0,0,0,5,0,0,0,5,5,0,8,0,3,0,6,0,0,0,6,4,0,9,3,3,0,3,0,3,3,6,3,0,16,12,5,0,13,0,0,0,13,8,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,10,0,4,0,9,0,0,0,9,0,0,10,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,4,3,0,4,0,0,0,9,7,0,14,0,0
POA6018,0,0,0,0,0,3,5,9,20,0,30,3,3,0,6,0,4,4,6,6,0,17,0,4,3,7,4,3,8,16,19,4,36,0,7,0,7,3,3,8,14,24,0,38,5,15,0,19,8,5,12,32,24,0,50,3,33,4,38,0,6,7,45,36,0,76,4,22,0,35,0,3,3,39,52,0,93,12,39,3,55,3,3,8,61,40,0,101,46,52,0,103,3,0,3,105,43,0,150,45,38,3,88,4,0,4,89,28,0,115,44,31,0,72,0,0,0,74,29,0,106,31,17,0,50,0,0,0,49,13,0,59,80,32,3,111,0,3,5,117,16,0,131,25,9,3,33,0,0,0,33,10,0,49,14,8,0,20,0,0,0,20,4,0,29,37,8,3,45,0,0,0,51,3,0,54,16,3,0,20,0,0,0,20,14,0,34,54,39,5,93,7,0,4,106,34,3,141,3,0
POA6019,0,0,0,0,0,0,0,0,8,0,16,0,4,0,4,0,0,0,4,7,0,8,0,5,0,5,5,0,3,12,6,0,14,0,3,0,6,0,3,7,6,10,0,19,3,12,0,13,3,3,4,19,13,0,33,4,25,0,29,3,4,5,37,25,0,57,8,35,5,44,0,0,0,45,15,0,59,24,24,0,41,0,0,0,45,11,0,58,24,32,0,52,0,3,4,53,10,0,67,25,18,0,40,0,0,0,46,13,0,58,29,14,3,41,0,0,5,46,12,0,56,26,12,0,34,0,0,0,38,9,0,49,51,6,3,60,0,4,4,62,15,0,76,20,7,0,23,0,0,0,23,3,0,29,6,0,0,5,0,0,0,5,0,0,5,17,3,3,22,0,0,0,22,3,0,22,17,3,0,19,0,0,0,19,5,0,27,31,23,3,53,3,0,3,56,14,0,73,0,3
POA6020,0,0,0,0,0,0,5,5,9,0,14,0,0,0,0,0,0,0,3,3,0,4,0,3,0,3,0,0,0,7,3,0,9,0,5,0,5,0,0,0,11,3,0,8,0,12,0,11,4,3,3,18,14,0,31,3,14,0,18,0,3,4,22,18,0,36,7,20,0,21,3,0,3,26,14,0,41,13,19,3,32,0,0,0,32,13,0,46,16,21,0,43,0,3,3,43,14,0,57,9,18,0,28,0,0,0,33,5,0,38,21,8,0,35,0,0,0,32,6,0,42,25,12,0,32,0,0,0,32,10,0,45,40,11,3,52,0,0,0,52,14,0,64,12,5,0,18,0,0,0,18,5,0,18,9,0,0,10,0,0,0,10,3,0,7,12,3,0,17,0,0,0,17,0,0,20,16,6,0,28,0,0,0,28,3,0,27,14,18,0,34,0,0,0,36,6,0,51,0,0
POA6021,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,3,6,10,0,16,0,4,0,4,0,0,0,4,13,0,16,0,9,0,12,4,0,3,17,16,0,34,0,27,0,25,3,4,9,31,24,0,58,6,22,0,29,0,3,3,34,36,0,63,6,24,0,37,3,0,3,37,31,0,66,18,22,0,39,0,6,3,41,23,0,71,23,11,3,42,0,0,0,42,13,0,58,17,9,0,30,0,0,0,30,12,0,38,25,9,0,29,0,0,0,29,11,0,42,42,10,0,56,0,0,3,55,12,0,71,8,3,0,17,0,0,0,17,12,0,27,7,3,0,9,0,0,0,13,5,0,19,7,3,0,14,0,0,0,14,0,0,14,3,0,0,3,0,0,0,9,3,0,10,34,15,3,52,3,3,7,57,23,0,82,0,0
POA6022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,3,0,3,0,3,3,6,0,0,6,0,6,0,6,0,0,0,8,8,0,15,0,7,0,9,0,0,0,9,7,0,14,0,7,0,10,0,0,0,12,9,0,20,3,7,0,11,0,0,0,14,3,0,17,9,6,3,14,0,0,0,14,10,0,26,10,6,0,22,0,0,0,22,8,0,27,6,3,0,9,0,0,0,9,3,0,12,7,0,0,6,0,0,0,6,0,0,10,15,3,0,21,0,0,0,21,3,0,24,9,0,0,7,0,0,0,7,4,0,13,3,0,0,3,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,0,21,0,0,0,21,11,0,31,0,0
POA6023,0,0,0,0,0,0,0,0,5,0,12,0,0,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,6,0,10,0,8,0,8,0,0,3,9,10,0,14,3,15,3,20,0,0,0,20,4,0,30,3,21,0,21,0,0,0,21,7,0,29,0,18,0,27,3,0,3,27,5,0,35,8,18,0,29,0,0,0,29,13,0,48,14,9,0,20,0,0,0,20,6,0,29,17,9,0,24,0,0,0,27,8,0,34,22,12,0,31,0,0,0,31,4,0,37,39,6,0,48,0,0,0,45,3,0,51,17,8,0,24,0,0,0,19,3,0,24,10,0,0,10,0,0,0,10,3,0,9,3,3,0,4,0,0,0,8,0,0,9,3,0,3,6,0,0,0,6,0,0,7,20,10,0,28,0,0,3,35,14,0,45,4,0
POA6024,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,6,0,9,0,3,0,3,0,0,0,3,4,0,11,0,4,0,4,0,0,0,10,9,0,15,0,9,0,9,0,0,0,9,7,0,22,0,17,0,19,5,0,7,28,16,0,43,5,19,4,30,0,3,3,27,22,0,47,14,27,3,41,0,0,0,36,13,0,54,23,18,3,45,3,0,4,49,25,0,78,16,17,0,29,0,0,0,30,10,0,43,21,9,0,25,0,0,0,25,6,0,35,14,4,0,21,0,0,0,21,7,0,26,25,7,3,33,0,0,0,38,12,0,46,14,0,0,15,0,0,0,15,3,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,11,0,0,11,0,0,0,11,5,0,11,21,11,3,39,4,0,5,39,14,0,58,3,0
POA6025,0,0,0,0,0,0,3,4,23,0,25,0,3,0,3,0,0,0,4,8,0,11,0,5,0,9,0,0,0,9,18,0,21,0,13,3,17,0,0,0,13,19,0,34,0,8,0,13,0,4,6,15,23,0,44,3,28,3,35,4,7,6,40,37,0,75,11,36,5,52,4,8,12,62,33,0,97,17,42,4,64,3,3,5,72,30,0,104,34,37,4,82,3,0,3,86,38,0,118,48,24,3,74,0,0,0,71,27,0,100,37,12,0,49,0,0,0,48,18,0,68,39,11,0,51,0,0,3,53,10,0,66,63,27,0,94,3,0,6,96,24,0,121,34,6,0,41,0,0,0,41,10,0,54,9,3,0,19,0,0,0,17,3,0,20,13,4,0,18,0,0,0,21,3,0,21,13,4,0,20,0,0,0,19,4,0,22,40,22,0,65,0,0,4,70,23,3,98,3,3
POA6026,0,0,0,0,3,0,3,3,5,0,10,0,0,0,3,0,0,0,3,3,0,10,0,4,0,5,5,0,5,14,3,0,15,0,3,0,9,0,0,0,4,7,0,17,0,14,0,14,3,3,5,20,10,0,31,3,24,3,24,0,5,4,30,12,0,45,14,20,0,30,0,0,0,30,22,0,57,14,28,0,35,3,4,3,47,13,0,55,27,31,0,55,0,0,0,57,18,0,79,31,21,4,52,0,3,4,57,13,0,76,19,18,0,32,0,0,3,38,5,0,43,32,10,0,45,0,0,0,46,4,0,49,56,11,0,67,0,0,0,67,11,0,76,22,10,0,27,0,0,0,27,7,0,40,6,0,0,9,0,0,0,9,3,0,16,15,0,0,15,0,0,0,15,0,0,15,21,0,0,18,0,0,0,19,3,0,27,41,20,0,59,0,0,4,65,13,0,78,4,0
POA6027,0,0,0,0,4,3,9,9,21,0,30,0,0,0,4,0,0,0,3,5,0,13,0,8,0,9,3,4,4,19,10,0,23,0,6,3,4,3,6,7,13,21,0,34,4,19,3,22,7,10,17,42,37,0,79,9,44,4,61,3,6,9,69,40,0,111,20,44,7,72,3,5,11,77,61,0,137,43,60,0,105,4,0,7,112,45,0,151,57,51,3,113,4,0,3,115,44,0,156,57,31,3,87,0,0,0,88,34,0,124,64,29,3,86,0,0,0,89,21,0,116,38,10,7,55,0,0,0,59,11,0,64,94,14,3,113,3,4,5,116,22,0,137,49,13,0,57,0,0,0,57,14,0,71,17,0,0,22,0,0,0,27,0,0,23,25,7,0,27,0,0,0,29,3,0,30,13,8,0,22,0,0,0,26,0,0,24,68,30,3,105,6,0,8,115,43,4,157,7,0
POA6028,0,0,0,0,0,0,0,0,10,0,15,0,3,0,3,0,0,0,5,3,0,10,0,4,0,7,4,4,6,11,11,0,21,0,6,0,6,0,3,4,10,8,0,22,0,6,0,6,4,0,8,13,16,0,26,6,18,0,23,0,3,3,23,21,0,48,3,21,0,27,6,0,6,31,16,0,45,14,38,0,50,3,3,3,57,20,0,79,27,23,0,49,0,3,3,52,8,0,59,31,26,0,57,0,0,0,54,8,0,64,23,10,0,38,0,0,3,40,10,0,56,25,16,0,37,0,0,0,37,11,0,50,61,8,3,73,0,0,0,76,0,0,77,23,3,0,30,0,0,0,32,11,0,39,7,0,0,10,0,0,0,10,0,0,9,17,0,0,17,0,0,0,17,6,0,19,14,0,0,15,0,0,0,15,3,0,12,33,14,3,48,0,3,3,55,15,0,64,3,0
POA6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,10,4,0,0,4,0,0,0,4,0,0,4,0,0,0,4,0,0,0,4,3,0,10,3,0,0,7,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,3,0,3,5,3,0,6,0,0,0,6,0,0,11,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,8,0,0,0,8,0,0,8,0,0
POA6030,0,3,0,4,7,5,7,12,28,0,41,0,3,0,4,3,0,3,11,7,0,14,0,6,3,7,9,11,14,24,29,0,56,0,20,4,25,5,3,11,32,44,0,75,3,28,0,30,18,15,26,55,49,0,105,13,52,3,64,20,15,38,104,105,0,206,26,71,3,96,9,3,16,113,74,0,189,39,73,7,119,8,9,13,132,59,0,194,70,65,9,146,7,5,12,159,52,0,207,73,40,7,127,5,0,13,133,33,0,162,68,17,0,89,3,0,3,97,26,0,118,51,17,5,78,3,0,0,76,14,0,92,87,22,6,107,3,0,3,109,16,0,122,37,8,0,49,4,0,4,50,4,0,53,12,0,0,13,0,0,0,13,3,0,14,7,0,0,7,0,0,0,7,0,0,7,9,4,4,12,0,0,0,12,8,0,16,72,33,7,111,6,10,12,122,43,0,162,3,6
POA6031,0,0,0,3,0,4,3,9,8,0,17,0,0,0,0,0,0,3,3,0,0,3,0,9,0,9,3,5,10,18,3,0,16,0,8,0,4,3,0,5,11,12,0,24,0,4,0,9,5,3,9,15,20,0,37,0,25,3,29,4,8,7,39,21,0,63,14,30,4,49,0,3,6,54,25,0,76,21,35,3,60,3,0,3,63,22,0,79,35,21,0,57,5,0,5,60,20,0,78,29,21,0,43,0,0,0,47,12,0,54,27,9,3,41,4,0,4,45,11,0,59,35,3,0,37,0,0,0,37,3,0,40,39,11,5,49,3,0,3,53,4,0,59,24,5,0,24,0,0,0,29,5,0,29,3,0,0,5,0,0,0,5,0,0,5,8,0,0,8,0,0,0,8,0,0,8,3,3,0,3,0,0,0,3,0,0,3,26,7,0,30,3,0,3,36,18,0,57,3,0
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
POA6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,3,7,0,9,0,3,0,3,0,0,0,3,4,0,6,4,7,0,10,0,0,0,10,0,0,8,5,0,0,6,0,0,0,6,0,0,6,0,0,0,3,0,0,0,5,0,0,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,0,0,6,0,0
POA6035,0,0,0,0,0,3,3,3,7,0,10,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,5,8,0,12,0,3,0,3,0,4,3,5,11,0,18,0,3,3,8,0,5,5,11,24,0,30,3,14,0,20,3,3,3,26,30,0,52,3,8,0,11,3,0,6,16,15,0,35,12,11,3,18,0,0,0,21,14,0,35,11,14,0,33,0,3,3,36,22,0,55,7,3,3,10,0,0,0,10,8,0,20,17,6,0,18,0,0,0,18,3,0,20,8,0,0,15,0,0,0,12,0,0,12,11,3,0,15,0,0,0,15,0,0,18,7,0,0,7,0,0,0,7,0,0,6,7,0,0,7,0,0,0,7,0,0,7,4,0,0,4,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,6,3,21,0,0,0,23,13,0,32,0,0
POA6036,0,0,0,3,5,0,4,5,19,0,23,0,0,0,3,0,0,0,3,3,0,9,0,3,0,4,0,3,7,7,20,0,27,0,10,0,10,6,0,5,19,15,0,35,3,11,3,18,4,3,10,29,28,0,54,11,23,3,38,3,14,11,55,50,0,109,21,23,0,42,0,3,5,52,30,0,81,25,22,3,48,3,0,3,51,19,0,76,34,19,4,61,3,0,4,65,11,0,79,27,13,0,45,3,3,4,49,9,0,54,27,6,0,32,0,0,0,34,6,0,37,34,3,0,34,0,0,0,36,9,0,41,33,4,0,40,0,0,0,40,0,0,41,8,3,0,13,0,0,0,15,4,0,17,3,4,0,4,0,0,0,4,0,0,4,3,3,0,7,0,0,0,7,0,0,7,3,0,0,3,0,0,0,3,0,0,3,32,13,9,53,3,4,9,64,22,0,85,0,0
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,8,0,0,10,0,0,0,0,0,3,3,7,4,0,10,0,9,0,10,0,3,3,13,9,0,19,4,3,0,3,0,0,0,3,9,0,11,4,0,0,4,0,0,0,3,3,0,11,0,3,0,5,0,0,0,5,3,0,13,8,0,0,8,0,0,0,8,0,0,10,7,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,9,0,0
POA6038,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,0,8,0,7,3,7,0,0,0,7,4,0,9,0,3,0,3,0,3,3,8,13,0,25,0,7,0,11,0,0,3,14,14,0,34,4,8,0,13,0,0,0,16,8,0,27,0,3,0,5,0,0,0,5,5,0,14,17,6,0,28,0,3,3,30,4,0,29,16,8,0,22,0,0,0,24,0,0,26,6,5,0,14,0,0,0,13,0,0,13,4,5,0,6,0,0,0,6,0,0,8,10,0,0,13,0,0,0,13,0,0,13,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,4,4,3,12,0,0,3,12,4,0,17,0,0
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,5,0,3,0,4,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0
