POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA6074,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,0,0,11,0,0,0,5,0,3,0,0,0,0,0,14,8,0,0,11,3,0,0,0,0,0,0,22,0,0,0,5,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,0,4,0,0
POA6076,0,0,0,0,0,3,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,13,0,0,0,0,0,0,0,5,0,3,0,11,0,0,0,0,0,7,0,6,3,10,0,26,6,0,0,5,0,14,0,3,3,12,0,46,3,10,0,22,0,28,0,7,0,19,0,93,4,13,0,25,0,23,0,3,4,12,0,91,8,13,0,53,3,46,0,5,3,18,0,149,12,12,0,61,7,46,5,14,3,17,0,165,40,14,0,129,8,103,4,15,5,25,0,347,63,21,5,178,14,32,4,7,6,13,0,342,65,6,3,132,13,23,0,0,0,7,0,251,58,3,0,70,11,80,4,6,5,3,0,229,173,14,5,201,21,87,8,14
POA6077,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,12,4,0,0,8,0,3,0,0,0,3,0,19,3,0,0,10,0,0,0,0,0,0,0,13,3,0,0,4,0,3,0,0,0,0,0,11,4,0,0,10,0,0,0,0,0,0,0,16,14,0,0,20,0,3,0,4
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,9,0,6,0,0,0,0,0,22,0,0,0,3,0,3,0,0,0,0,0,7,4,0,0,6,0,0,0,0,0,0,0,13,0,0,0,4,0,3,0,0,0,0,0,9,4,0,0,8,0,4,0,3
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,3,0,4,0,0,0,14,0,4,0,3,0,3,0,0,0,6,0,17,0,0,0,5,0,6,0,3,0,3,0,27,4,3,0,16,0,13,0,0,0,0,0,34,4,0,0,17,3,15,0,3,0,0,0,43,10,3,0,40,0,33,0,5,0,3,0,93,16,3,0,44,4,13,6,3,0,0,0,90,15,0,0,25,5,3,0,3,0,0,0,53,15,0,0,11,3,13,0,0,0,0,0,46,33,0,0,34,0,14,0,4
POA6082,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,0,0,0,3,0,5,0,0,0,8,0,21,0,0,0,9,0,5,0,0,0,0,0,21,0,0,0,11,0,10,0,3,0,3,0,30,3,0,0,8,0,7,0,0,3,4,0,28,13,0,0,30,0,23,0,3,0,3,0,68,9,0,0,27,3,10,0,4,0,0,0,58,12,0,0,20,0,3,0,0,0,4,0,37,3,0,0,6,0,5,0,0,0,0,0,19,17,0,0,15,3,6,0,3
POA6083,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,4,0,3,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,10,3,3,0,4,0,6,0,6,0,3,0,23,0,0,0,3,0,3,0,0,0,3,0,14,3,0,0,7,0,6,0,4,0,0,0,26,10,0,0,26,0,18,3,0,3,0,0,62,14,0,0,25,0,10,0,0,0,5,0,55,11,3,0,21,0,7,0,0,0,0,0,38,10,0,0,14,0,13,0,0,0,0,0,38,15,3,0,28,3,8,0,0
POA6084,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,5,0,3,0,11,3,0,0,5,0,3,0,0,0,0,0,13,0,0,0,4,0,7,0,0,0,4,0,18,3,0,0,12,0,17,0,9,0,10,0,47,3,5,0,18,0,19,0,6,0,3,0,58,6,9,3,22,3,24,0,3,0,0,0,74,4,3,5,25,3,22,0,0,0,3,0,64,42,8,0,55,6,42,3,3,8,6,0,174,35,5,0,42,5,11,3,0,3,3,0,109,22,3,0,25,0,4,3,3,0,6,0,74,18,0,0,15,0,20,3,3,0,3,0,68,40,4,0,40,8,9,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,7,0,3,0,10,0,0,0,0,0,3,0,15,0,0,0,25,0,5,0,0,0,4,0,11,0,7,0,25,0,3,0,5,0,13,0,6,0,10,0,46,0,8,0,8,3,32,0,12,0,4,0,75,5,7,0,16,0,22,3,7,0,4,0,62,4,10,0,21,0,30,0,3,3,3,0,67,5,3,0,23,0,32,3,4,3,5,0,71,25,9,0,43,5,79,3,9,3,3,0,179,30,7,0,51,4,18,3,0,0,3,0,116,21,6,3,47,8,9,0,0,0,4,0,95,22,0,0,15,13,43,0,5,0,7,0,105,98,9,3,83,13,29,0,3
POA6101,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,14,0,27,0,0,0,0,0,3,0,9,0,7,0,17,0,0,0,0,0,12,0,10,0,12,0,31,0,8,0,15,0,17,0,4,3,9,0,57,0,4,0,13,0,25,0,11,3,7,0,71,6,7,0,14,3,25,3,6,0,3,0,66,7,4,0,31,0,43,0,9,0,0,0,104,23,3,0,34,3,28,0,4,3,5,0,102,26,6,4,61,11,66,4,4,0,9,0,197,32,7,3,93,12,17,0,3,0,3,0,165,26,3,0,64,3,8,0,3,0,3,0,114,43,3,0,35,11,38,0,0,0,3,0,131,72,9,0,103,10,23,0,4
POA6102,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,0,0,3,0,9,0,13,0,6,0,0,0,8,0,3,0,15,0,30,0,0,0,0,0,15,0,7,3,14,0,48,3,4,0,12,0,28,0,13,0,9,0,68,3,4,0,6,0,19,0,8,0,7,0,44,12,4,0,18,0,21,0,3,0,3,0,63,11,6,0,14,0,14,0,4,0,9,0,60,30,9,3,37,3,31,3,3,0,4,0,117,13,5,3,33,4,0,0,3,0,10,0,76,20,3,0,29,3,9,0,3,0,6,0,65,15,3,0,9,4,18,0,0,3,0,0,55,28,0,0,26,3,13,3,3
POA6103,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,7,0,17,0,0,0,0,0,8,0,3,0,8,0,19,0,0,0,0,0,7,0,3,0,5,0,18,0,6,0,0,0,9,0,10,0,3,0,32,0,5,0,6,0,20,0,10,4,11,0,51,5,3,0,15,0,16,3,0,3,7,0,54,3,4,0,15,3,20,0,3,0,3,0,49,10,3,0,15,3,10,0,6,0,3,0,51,21,4,0,35,3,28,0,6,0,3,0,111,15,3,0,30,6,9,3,0,0,0,0,66,14,7,3,22,7,9,0,3,0,0,0,59,16,0,0,11,6,9,0,0,0,0,0,56,36,0,0,35,5,9,0,8
POA6104,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,8,0,5,0,15,3,0,0,0,0,5,0,3,0,12,0,30,4,5,0,0,0,17,0,7,0,13,0,47,0,3,0,10,0,37,0,9,5,22,0,88,0,4,0,8,0,27,3,3,0,9,0,64,10,4,0,29,4,51,0,3,0,10,0,108,11,5,0,41,0,34,0,7,0,13,0,98,41,7,3,66,5,63,3,4,4,12,0,202,27,4,3,61,4,22,0,5,0,3,0,139,38,0,0,38,4,9,3,3,0,4,0,107,34,0,0,13,4,24,0,7,0,3,0,83,66,0,3,40,11,20,3,3
POA6105,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,13,0,17,0,32,0,0,0,0,0,3,0,9,0,12,0,22,0,3,0,0,0,16,0,14,0,11,0,45,0,7,0,0,0,35,0,10,0,23,0,78,7,0,0,20,0,48,0,14,0,10,0,105,6,3,3,33,4,36,0,10,4,22,0,122,11,4,0,30,4,48,0,8,0,19,0,121,17,8,0,37,0,44,0,0,0,23,0,122,41,6,0,75,11,63,3,6,0,19,3,236,43,4,0,61,5,22,4,3,0,8,0,156,49,0,0,38,3,14,0,0,0,7,0,112,28,0,0,14,3,15,0,0,0,3,0,66,27,3,6,32,5,11,0,3
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,0,0,3,0,0,0,0,3,34,0,43,0,0,0,0,0,0,0,3,0,8,0,18,0,0,0,0,0,3,0,8,0,10,0,25,0,0,0,0,0,3,0,8,0,14,0,27,0,4,0,0,0,3,0,13,0,49,0,68,0,4,0,4,0,17,0,33,0,35,0,94,0,18,0,0,0,37,0,35,3,42,0,143,8,18,0,19,3,106,0,42,11,50,0,257,7,27,3,55,3,184,5,50,12,55,0,402,27,31,0,99,4,156,9,44,10,70,0,459,42,18,3,122,10,145,12,24,5,47,0,412,62,20,0,140,12,116,3,27,14,20,3,423,179,24,3,259,34,217,13,36,9,36,0,801,175,19,3,198,21,67,12,13,3,18,0,531,107,6,4,149,21,39,3,9,5,3,0,340,74,3,0,52,16,63,3,0,7,8,0,229,134,11,3,102,14,41,3,9
POA6108,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,9,0,3,0,22,0,40,0,7,0,0,0,5,0,17,0,18,0,45,0,0,0,0,0,21,0,18,5,24,0,75,0,14,0,3,0,45,3,25,3,22,0,112,3,9,3,33,0,79,4,40,3,24,0,203,5,15,3,47,3,93,5,28,3,37,0,239,16,19,0,76,7,75,5,15,0,30,0,240,16,19,3,82,12,70,0,6,3,28,0,242,101,24,3,169,13,143,4,19,0,33,0,509,102,8,5,125,14,46,9,10,3,17,0,334,89,9,0,77,9,25,4,9,0,4,0,219,52,3,0,27,4,27,0,3,0,3,0,130,82,4,0,64,11,30,0,4
POA6109,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,6,0,7,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,4,0,12,0,22,0,0,0,0,0,5,0,3,0,13,0,21,0,4,0,3,0,15,0,15,0,9,0,48,0,0,0,4,0,42,0,8,3,19,3,82,3,4,0,13,0,60,0,25,0,17,0,130,8,6,0,33,3,57,3,13,0,19,0,146,10,10,0,40,11,63,0,11,5,12,0,154,16,8,0,41,5,33,0,4,7,10,0,123,47,3,0,63,11,62,0,11,3,11,0,215,42,6,0,33,4,20,0,3,0,9,0,109,16,5,0,13,7,3,0,3,0,0,0,48,7,0,0,8,0,8,0,3,0,0,0,33,16,4,0,6,3,9,3,0
POA6110,0,0,0,0,0,3,0,0,0,28,0,36,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,9,0,9,0,27,0,0,0,0,0,3,0,9,0,10,0,14,0,0,0,0,0,7,0,22,0,41,0,67,0,6,0,0,0,15,0,10,0,37,0,64,3,0,0,3,0,35,0,26,0,44,0,114,6,15,0,22,0,75,0,36,6,43,0,205,11,17,0,40,3,151,4,40,3,46,0,322,26,28,0,118,9,179,5,40,8,53,0,463,30,16,5,134,4,175,6,19,8,41,0,438,49,9,6,159,18,139,3,19,6,31,0,436,159,27,3,287,31,245,7,26,15,31,0,839,184,18,7,236,28,75,5,11,3,11,0,581,151,7,4,101,26,25,5,8,0,0,0,336,95,0,0,63,7,72,4,3,3,8,0,260,150,8,3,96,16,57,0,18
POA6111,0,0,0,0,0,3,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,17,0,26,0,0,0,0,0,8,0,7,0,17,0,37,0,3,0,4,0,9,0,14,4,18,0,45,0,3,0,8,0,34,0,22,0,24,0,90,0,5,0,31,0,68,0,18,5,28,0,162,6,21,3,46,3,91,4,26,3,26,0,222,19,13,0,56,4,72,0,9,7,21,3,207,16,6,0,73,3,62,0,7,3,14,0,189,87,17,3,150,3,117,4,23,4,14,0,426,75,12,0,121,9,37,4,7,0,3,0,269,58,5,4,69,11,21,5,3,0,3,0,180,53,0,3,38,7,42,0,3,0,4,3,163,102,5,7,99,15,28,5,3
POA6112,3,0,0,0,0,3,0,0,3,29,0,40,0,0,0,0,0,0,0,3,0,8,0,14,0,0,0,0,0,3,0,0,0,10,0,20,0,0,0,0,0,0,0,8,0,10,0,14,0,0,0,0,0,3,0,10,4,33,0,58,3,7,0,3,0,18,0,23,4,46,3,104,4,5,0,9,0,48,0,35,3,55,0,163,4,14,0,20,0,98,3,43,6,57,3,259,4,38,0,69,10,225,3,65,14,57,0,493,28,38,8,151,12,246,3,45,18,44,3,588,51,25,7,190,11,273,10,41,11,23,0,635,67,20,3,186,19,212,6,17,7,31,0,575,272,43,4,441,49,388,10,26,14,36,3,1291,250,21,5,338,42,102,11,30,5,17,0,822,167,6,5,200,35,57,15,11,10,9,0,510,115,3,6,72,21,116,3,8,11,4,0,362,235,11,0,191,34,78,11,8
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,0,0,0,11,0,0,0,4,0,7,0,10,0,5,0,26,0,0,0,5,0,8,0,0,0,0,0,16,5,0,0,5,0,5,0,0,0,0,0,19,0,0,0,8,0,9,0,3,0,0,0,19,16,6,0,27,4,11,0,0,0,3,0,67,12,4,0,23,3,15,4,0,0,0,0,57,16,3,0,22,0,8,0,0,0,0,0,42,5,0,0,14,0,7,0,0,0,0,0,30,44,0,0,30,3,11,0,0
POA6122,0,0,0,0,0,3,0,0,0,11,0,13,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,8,0,11,3,3,0,0,0,3,0,11,0,0,0,20,0,0,0,3,0,9,0,4,3,7,0,24,0,4,0,3,0,25,0,13,4,10,0,63,4,6,0,30,0,51,0,18,4,15,0,128,10,9,0,48,5,77,3,11,3,14,0,173,10,6,0,71,8,91,3,10,4,13,0,215,32,10,0,82,9,86,0,0,3,4,0,236,94,13,6,170,21,106,5,13,9,5,0,448,70,7,0,132,20,36,0,7,3,3,0,282,63,3,0,70,12,14,3,6,0,3,0,182,35,3,0,30,3,43,3,3,7,0,0,119,71,10,0,62,8,38,0,8
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,7,0,3,0,0,0,15,0,0,0,5,0,7,0,6,0,0,0,14,0,0,0,4,0,10,0,0,0,0,0,17,4,0,0,3,0,6,0,3,0,0,0,17,0,3,0,15,0,17,0,0,4,0,0,35,7,0,0,12,0,3,0,0,0,0,0,21,3,0,0,8,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,4,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,14,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,12,0,0,0,9,0,8,0,3,0,0,0,24,6,0,0,8,3,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,8,0,4,0,0
