POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,3,0,4,0,10,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,3,0,10,0,4,0,8,0,27,3,0,0,4,0,8,0,0,0,0,0,17,0,3,0,3,0,7,0,4,0,7,0,20,3,0,0,8,0,7,0,3,0,0,0,29,7,3,0,15,6,22,0,4,0,5,0,62,10,7,3,37,0,12,0,3,0,7,0,69,16,4,0,25,0,12,0,3,0,0,0,55,12,0,0,20,0,45,0,7,0,4,0,96,115,12,5,179,13,72,0,12
POA6014,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,4,0,4,0,3,0,20,3,10,0,4,0,5,0,6,0,4,0,40,0,13,0,12,0,27,0,6,0,4,0,64,3,13,0,20,0,16,0,8,0,0,0,63,9,4,0,24,3,29,0,8,0,7,0,77,15,13,0,26,0,39,0,5,0,6,0,97,19,11,0,62,8,72,0,6,4,6,0,202,39,10,4,111,10,15,3,11,0,13,0,218,46,10,0,93,9,14,4,10,0,6,0,186,40,11,0,60,11,128,0,7,3,9,0,267,296,36,5,504,45,206,8,31
POA6015,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,6,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,8,0,3,0,4,0,3,0,0,0,0,0,12,0,0,0,6,0,8,0,0,0,0,0,22,3,0,0,13,0,16,0,6,3,3,0,44,0,9,0,22,0,4,0,10,0,0,0,47,3,0,0,17,0,7,0,4,0,0,0,36,11,6,0,16,0,61,0,3,0,3,0,106,112,15,3,207,17,103,0,4
POA6016,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,4,0,6,3,5,0,25,0,9,0,4,0,8,0,7,0,4,0,31,3,11,0,9,0,10,0,4,0,4,0,49,3,3,0,17,3,12,0,3,0,6,0,44,3,0,0,13,5,16,0,3,0,3,0,48,10,5,0,19,4,9,0,3,0,0,0,52,21,7,0,46,4,37,3,7,3,4,0,135,31,10,3,70,4,22,0,8,0,0,0,141,25,8,0,63,6,3,0,0,0,0,0,110,28,4,0,21,5,44,0,3,0,4,0,108,81,14,4,182,28,54,8,11
POA6017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,7,0,8,0,4,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,3,0,5,0,4,0,13,0,6,0,4,0,16,0,0,0,3,0,32,3,5,0,8,0,15,0,0,0,3,0,34,5,0,0,7,0,8,0,0,0,0,0,25,8,0,0,4,0,9,0,0,3,0,0,22,5,0,0,8,3,13,0,3,0,0,0,37,10,0,0,11,3,3,0,0,0,0,0,34,7,0,0,7,0,3,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,14,8,0,0,9,0,0,0,0
POA6018,0,0,0,0,0,5,0,4,0,12,0,15,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,3,0,5,0,12,0,4,0,0,0,3,0,6,0,7,0,26,0,3,0,3,0,10,0,7,3,16,0,42,0,5,0,5,0,20,0,10,0,6,0,53,7,12,0,19,0,35,0,18,0,15,0,111,0,12,0,30,3,47,0,19,3,24,0,138,12,4,0,56,3,58,0,15,0,13,0,171,11,16,0,69,6,73,3,14,0,16,0,200,64,25,5,220,10,171,6,34,7,22,0,563,78,29,9,261,34,56,3,23,3,15,0,514,88,15,4,225,21,27,11,15,8,7,0,423,82,6,6,111,19,178,0,5,5,13,0,432,386,30,9,559,79,206,14,18
POA6019,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,7,0,4,0,7,3,0,0,0,0,3,3,3,0,7,0,22,3,0,0,0,0,8,0,8,0,5,0,29,0,6,0,4,0,12,0,9,0,10,0,52,0,8,0,24,3,21,0,8,0,8,0,68,7,3,0,20,4,17,0,3,0,9,0,60,6,3,0,34,0,35,0,4,4,4,0,97,28,21,0,87,4,83,3,5,8,11,0,249,43,16,0,123,4,33,4,7,0,10,0,244,55,9,0,108,16,18,0,0,4,0,0,212,50,3,0,54,10,87,0,7,8,3,0,230,184,16,3,265,27,107,8,12
POA6020,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,14,0,3,0,0,0,4,0,3,0,6,0,15,0,0,0,0,0,3,0,3,0,3,0,12,3,9,0,4,0,14,0,7,0,10,0,57,7,7,0,13,0,13,0,4,0,7,0,56,3,3,0,31,3,23,0,12,0,16,0,94,7,3,3,35,0,23,0,5,0,4,0,96,35,20,0,120,7,100,7,20,4,13,0,322,53,10,0,178,5,37,4,12,3,10,0,319,51,5,3,159,16,15,5,13,5,7,0,279,68,4,0,66,15,121,6,3,5,7,0,303,250,24,3,418,36,140,9,30
POA6021,3,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,3,0,9,0,10,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,4,0,0,0,4,0,16,3,3,0,3,0,9,0,7,3,19,0,48,0,3,0,4,0,23,0,8,0,18,0,55,4,7,0,18,0,48,3,11,0,29,0,130,5,7,0,35,0,40,0,14,0,23,0,131,18,7,0,50,3,42,3,7,3,15,0,143,11,9,0,45,8,45,0,14,4,18,3,154,43,17,4,109,11,99,7,12,3,27,0,322,55,6,0,136,13,31,7,8,0,13,0,270,57,7,3,92,11,19,0,10,0,10,0,199,28,0,0,42,7,54,4,3,3,3,0,144,146,15,0,167,14,91,0,13
POA6022,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,3,0,3,0,4,0,6,0,0,0,0,0,5,0,3,0,4,0,15,0,0,0,5,0,10,0,5,0,4,0,29,0,3,0,8,0,12,0,3,0,7,0,42,0,0,0,12,0,19,0,3,0,4,0,39,3,0,0,15,0,15,3,0,0,4,0,42,19,0,0,37,0,22,0,4,0,0,0,102,18,0,0,44,7,6,0,0,0,5,0,80,18,3,0,31,0,3,0,3,0,0,0,68,9,0,0,9,4,6,0,0,0,3,0,35,21,4,0,31,4,12,0,0
POA6023,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,3,0,4,0,3,0,15,0,0,0,0,0,9,0,6,0,3,0,23,3,0,0,13,0,17,0,4,0,4,0,43,6,10,0,15,0,15,0,10,3,14,0,64,4,6,0,32,0,29,0,12,3,13,0,93,5,11,0,36,3,29,0,4,3,9,0,97,25,9,0,126,5,123,7,18,0,20,0,331,42,11,0,188,15,31,3,12,3,9,0,307,55,12,0,126,6,18,3,4,0,10,0,239,65,5,0,62,3,77,0,0,4,6,0,227,145,10,4,248,26,84,11,17
POA6024,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,3,8,0,16,0,4,0,3,0,13,0,3,3,6,0,34,0,10,0,17,3,30,0,13,3,10,0,84,0,8,0,11,0,29,0,6,0,21,0,72,7,3,0,45,3,30,0,7,0,11,0,104,3,10,0,50,3,36,0,6,3,11,0,132,39,14,0,99,5,69,3,15,0,9,0,255,46,9,0,134,12,20,3,13,0,6,0,248,57,13,0,84,17,13,0,3,3,8,0,194,37,4,0,24,6,35,3,0,3,0,0,112,61,4,7,72,11,16,3,3
POA6025,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,3,0,9,0,13,0,31,0,4,0,3,0,9,0,15,0,17,0,47,3,6,0,7,0,13,3,4,3,12,0,50,3,8,0,21,0,42,0,24,3,26,0,130,3,14,0,43,4,51,3,20,0,26,0,173,14,9,0,57,3,88,3,18,0,8,0,201,12,10,4,78,9,69,8,13,3,13,0,220,70,28,0,216,19,167,7,21,12,20,0,571,83,17,7,270,20,52,8,14,0,14,0,482,102,7,0,180,21,49,8,10,0,12,0,382,80,7,0,80,17,145,4,7,3,7,0,351,234,22,4,366,30,126,13,20
POA6026,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,3,0,3,0,8,0,12,0,3,0,0,3,3,0,11,0,11,0,31,0,3,0,13,0,20,0,11,0,16,0,66,12,7,0,29,6,34,3,13,3,19,0,121,10,9,0,52,4,51,0,11,3,13,0,167,9,6,3,59,0,59,4,10,0,13,0,165,38,30,0,202,19,137,7,17,9,13,0,473,76,27,7,260,16,56,4,19,7,5,0,472,107,3,3,174,14,26,5,3,0,10,0,349,98,13,0,79,10,94,3,3,0,11,0,300,216,15,5,245,20,91,5,15
POA6027,0,0,0,0,0,3,0,0,0,17,0,23,0,0,0,0,0,0,0,3,0,9,0,6,0,0,0,0,0,0,0,3,0,6,0,10,0,0,0,0,0,0,0,3,0,10,0,10,0,0,0,0,0,3,0,6,0,15,0,18,0,0,0,0,0,8,0,7,0,13,0,34,0,0,0,4,0,10,0,19,4,19,0,55,0,7,0,13,0,25,0,22,0,38,0,96,6,13,0,30,0,69,0,27,8,22,0,182,17,21,0,53,5,97,0,22,5,35,0,250,17,17,3,106,8,89,4,16,6,26,0,297,21,10,3,131,11,112,10,16,4,13,0,325,112,33,3,319,20,221,12,35,13,39,0,825,165,22,7,342,25,81,13,15,7,17,0,694,167,15,5,210,27,33,14,11,3,13,0,494,123,10,6,108,20,122,3,8,7,12,0,424,300,27,11,376,33,117,16,21
POA6028,0,0,0,3,0,4,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,4,0,4,0,17,0,3,0,0,0,0,0,5,3,5,0,23,0,7,0,0,0,14,0,9,0,17,0,47,3,5,0,9,0,32,0,10,4,14,0,83,4,11,0,27,0,47,0,8,0,9,0,114,5,5,0,37,3,44,0,11,3,14,3,139,20,9,3,77,3,67,3,9,3,7,0,200,72,14,6,203,10,143,3,13,4,17,0,492,108,18,3,275,14,50,8,13,0,3,0,498,121,10,3,190,8,26,7,9,0,0,0,376,94,3,0,105,10,113,0,12,10,6,0,348,274,14,9,322,23,106,9,7
POA6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,9,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,11,4,0,0,21,3,4,0,3,0,7,0,40,7,3,0,14,0,0,0,0,0,0,0,32,7,0,0,14,6,5,0,3,0,0,0,41,7,0,0,3,0,14,0,0,0,0,0,31,41,4,3,65,4,23,4,3
POA6030,0,0,0,3,0,3,0,0,3,21,0,29,0,0,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,6,0,6,0,15,0,25,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,7,0,10,0,26,0,0,0,0,0,14,0,9,0,16,0,40,0,5,0,4,0,24,0,23,0,33,0,95,3,7,0,10,0,45,0,33,5,22,0,124,12,18,0,24,3,103,0,34,5,33,0,236,24,15,3,77,3,103,6,42,4,31,0,309,17,22,4,130,4,105,8,28,7,25,4,352,43,20,0,144,18,89,0,23,7,17,0,376,142,31,9,306,37,227,9,22,16,19,0,819,164,14,3,253,24,67,11,17,5,6,5,571,168,13,3,145,11,37,5,12,4,8,0,409,90,5,5,69,15,92,3,9,10,3,0,306,208,15,5,215,30,72,7,7
POA6031,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,15,0,0,0,3,0,6,0,4,0,0,0,12,0,3,0,0,0,4,0,4,0,6,0,25,3,6,0,7,0,23,0,6,4,5,0,56,0,10,0,24,4,49,0,7,0,19,0,116,17,17,5,47,4,86,9,16,6,12,0,213,7,10,0,76,3,73,0,3,6,13,0,183,23,12,4,64,8,51,0,12,4,5,0,179,80,17,3,182,27,112,4,9,8,11,0,458,89,8,4,155,16,21,12,3,3,3,3,315,98,9,4,73,8,12,0,0,0,3,0,205,51,3,0,39,3,38,3,0,5,3,0,150,89,4,0,73,4,21,3,3
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0
POA6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,11,0,0,0,11,0,5,0,0,0,0,0,23,0,5,0,9,0,3,0,0,0,0,3,22,18,0,0,15,4,13,4,0,0,0,0,54,12,0,0,14,3,3,0,0,0,0,0,38,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,9,4,0,0,5,0,0,0,0
POA6035,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,3,0,15,0,0,0,5,0,11,0,7,0,5,0,31,3,3,0,13,0,28,0,10,0,12,0,66,0,9,0,21,3,32,0,0,3,11,0,80,5,4,0,26,3,33,0,7,0,4,0,84,7,4,0,33,0,30,6,7,0,0,0,83,37,3,0,73,8,39,0,5,3,4,0,170,31,5,5,54,6,12,0,0,3,3,0,123,19,3,0,28,11,7,3,0,0,0,0,77,19,0,0,13,3,20,0,0,0,4,0,56,19,3,0,25,4,9,3,3
POA6036,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,5,0,14,0,23,0,0,0,4,0,9,0,7,0,10,0,33,0,3,0,4,0,16,0,3,3,10,0,36,3,10,0,20,0,46,0,13,5,11,0,104,8,11,0,36,3,70,3,5,3,14,0,140,16,6,0,52,5,65,4,5,3,6,0,156,19,4,3,68,5,44,7,3,3,6,0,160,85,14,6,120,12,103,5,7,0,7,3,374,70,4,6,130,22,27,8,3,0,0,0,271,55,0,0,78,9,13,3,0,0,0,0,160,34,0,0,29,3,43,0,0,4,3,0,108,72,8,0,68,7,24,4,3
POA6037,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,4,0,5,0,3,0,10,0,0,0,4,0,7,0,6,0,0,0,17,0,0,0,10,0,3,0,3,0,3,0,23,3,0,0,9,0,5,0,3,3,0,0,29,0,0,0,13,3,9,0,0,0,3,0,24,3,3,0,15,0,10,0,4,0,0,0,41,12,0,0,25,0,9,0,0,0,0,0,46,3,3,0,7,5,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,10,9,0,0,13,3,7,0,0
POA6038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,5,0,3,0,3,0,13,0,0,0,0,0,9,0,3,0,3,0,18,0,0,0,3,0,21,0,3,0,3,0,33,3,0,0,10,0,23,0,3,0,0,0,50,0,3,0,16,3,26,3,3,3,5,0,59,4,3,0,31,3,30,0,3,3,0,0,76,40,7,0,63,14,48,5,7,7,0,0,188,37,3,5,65,8,4,3,3,0,0,0,125,25,3,0,20,7,5,4,3,0,0,0,72,13,5,0,7,4,12,0,0,3,3,0,34,24,0,0,18,0,7,0,0
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,4,0,3,0,11,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,3,0,10,4,0,0,4,0,3,3,0,0,0,0,22,6,0,0,11,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0
