POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6081,0,0,28,23,12,44,0,43,0,165,8,13,45,26,17,28,13,14,3,179,24,73,89,18,49,10,14,20,0,301,72,121,91,45,61,23,38,14,13,469,97,135,96,77,102,37,47,54,9,661,54,104,64,44,81,24,48,21,6,458,27,17,13,6,14,8,14,3,0,103,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,282,466,435,247,339,184,174,180,32,2341
POA6082,3,0,25,12,4,29,0,25,0,98,3,9,35,9,9,11,5,27,0,110,15,40,71,31,25,10,22,13,8,237,34,65,58,33,56,19,20,15,15,319,40,70,76,53,63,15,28,25,10,394,38,52,54,29,47,22,34,27,0,301,9,11,3,6,9,6,9,11,3,71,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,152,265,328,171,208,116,121,151,36,1541
POA6083,0,0,7,20,4,29,3,28,0,95,6,8,40,20,16,31,14,28,0,155,13,26,37,17,19,13,10,14,4,156,54,77,73,22,57,13,32,19,3,353,97,87,105,52,81,24,60,36,14,547,62,58,63,40,52,11,26,24,10,352,27,13,14,3,13,4,6,6,7,104,9,3,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,264,277,341,179,238,128,153,155,38,1774
POA6084,5,8,47,28,12,62,7,47,5,224,10,47,85,52,33,40,10,48,3,330,49,73,159,46,89,32,55,65,7,583,137,108,197,71,122,55,77,75,12,863,132,148,187,91,188,60,143,112,23,1079,75,90,116,49,102,46,94,91,17,685,35,19,21,10,23,5,18,26,4,165,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,447,484,803,351,582,302,415,465,74,3930
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6100,3,8,29,56,23,69,6,41,0,231,34,135,120,186,88,125,37,121,14,866,259,878,430,323,286,168,96,269,41,2754,284,580,195,116,212,69,72,97,28,1658,237,349,139,99,190,90,68,81,22,1272,169,239,95,63,175,68,57,65,10,935,29,65,28,13,40,23,15,22,7,245,4,3,3,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,1025,2255,1033,861,1012,620,360,691,123,7990
POA6101,5,0,33,53,11,97,10,63,0,273,47,128,128,182,93,140,47,120,18,892,271,979,490,299,332,164,103,233,41,2902,288,722,247,154,224,83,83,108,22,1931,229,384,166,98,216,85,75,91,27,1376,119,210,100,84,150,50,56,62,11,839,24,52,30,14,53,17,20,15,3,211,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,974,2467,1203,879,1086,632,391,694,119,8441
POA6102,3,3,24,54,13,89,7,44,3,239,39,118,116,204,59,196,62,163,12,968,137,532,312,222,206,159,119,275,20,1981,96,291,157,94,107,49,71,109,23,1014,76,167,101,72,96,31,55,86,17,698,44,103,51,47,71,12,37,44,0,409,9,15,14,7,16,20,8,8,0,97,3,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,409,1242,773,700,569,554,364,738,78,5425
POA6103,3,0,11,22,8,53,8,21,0,139,32,78,96,114,80,105,31,87,12,634,195,570,332,222,243,99,120,163,28,1972,133,293,172,82,121,61,70,67,18,1016,100,150,92,67,107,44,51,80,21,720,69,98,62,56,103,37,50,68,4,541,20,19,15,8,20,8,10,13,5,107,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,547,1210,783,574,687,407,343,500,92,5146
POA6104,0,3,32,44,9,106,4,44,3,250,32,61,153,120,70,125,49,99,15,722,158,416,392,230,261,113,157,187,49,1968,194,335,256,151,193,87,145,133,16,1510,174,234,202,114,208,75,123,104,25,1262,122,140,116,82,163,59,94,91,14,872,23,39,40,28,43,14,14,27,4,232,0,0,4,0,5,0,0,0,3,20,0,0,0,0,0,0,0,0,0,3,710,1236,1187,762,966,583,595,685,125,6841
POA6105,4,3,30,41,11,112,6,51,4,263,29,73,120,101,69,114,60,117,16,702,156,425,420,233,236,139,164,220,33,2024,159,316,281,147,216,75,111,133,18,1453,116,157,203,103,201,80,145,134,22,1149,85,86,115,89,173,51,110,102,14,817,11,29,23,24,45,10,29,21,8,185,0,3,0,3,3,3,3,6,0,26,0,0,0,0,0,0,0,0,0,0,554,1087,1192,734,951,590,613,778,109,6615
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
POA6107,8,7,96,132,34,290,27,186,10,781,95,208,367,437,195,433,171,407,40,2357,506,1547,1145,817,858,494,552,765,130,6813,454,986,821,465,619,249,427,478,81,4577,300,515,550,341,485,164,377,415,69,3223,220,304,303,218,345,116,247,271,37,2066,43,79,75,50,96,43,61,69,13,531,4,7,4,0,7,0,3,9,4,39,0,0,0,0,0,0,0,0,0,3,1623,3660,3368,2460,2642,1789,1866,2600,392,20395
POA6108,5,3,76,88,28,238,22,125,9,598,40,93,206,158,102,193,64,144,18,1029,163,449,465,226,321,199,227,283,39,2368,207,406,433,241,351,116,224,237,50,2265,222,319,397,230,407,160,248,234,42,2270,150,242,293,191,351,133,214,222,30,1823,23,47,54,33,63,52,46,55,7,380,3,0,5,3,3,3,3,4,0,30,0,0,0,0,0,0,0,0,0,0,822,1562,1927,1178,1629,1092,1042,1312,199,10756
POA6109,3,3,28,20,6,82,5,66,6,212,18,21,110,76,45,77,45,98,12,513,76,164,281,119,151,99,166,151,23,1228,94,120,250,104,127,50,174,176,24,1112,74,80,188,103,115,44,151,160,20,939,51,68,105,91,110,52,101,91,12,669,17,17,23,20,34,3,31,18,6,170,0,3,3,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,326,483,984,547,591,407,663,761,100,4869
POA6110,12,11,115,120,33,350,32,195,19,884,56,143,377,216,204,334,129,209,27,1687,345,736,906,478,654,344,456,485,86,4492,444,774,808,466,598,278,418,441,93,4313,378,456,608,393,597,252,498,411,54,3648,235,274,380,284,401,181,308,285,39,2386,57,69,62,53,78,36,66,56,14,490,9,0,3,4,4,8,3,0,0,33,0,0,0,0,0,0,0,0,0,4,1523,2465,3269,2005,2576,1782,1907,2079,328,17934
POA6111,10,6,74,79,16,213,14,142,9,571,34,85,215,128,91,158,69,132,8,922,170,300,441,219,315,135,195,204,35,2022,233,362,362,225,328,130,228,185,30,2089,295,402,373,238,362,160,278,225,44,2376,215,331,278,231,315,121,216,170,30,1912,65,83,68,43,69,34,52,53,6,473,15,6,0,0,0,9,3,5,0,48,0,0,0,0,0,0,0,0,0,3,1031,1580,1827,1178,1502,969,1057,1112,161,10418
POA6112,29,23,184,163,65,481,31,275,18,1266,105,184,552,357,334,442,191,349,31,2555,646,1567,1546,780,1096,609,771,574,111,7699,603,1256,1053,662,857,398,647,528,88,6074,537,651,742,532,755,356,623,456,73,4734,310,379,392,363,510,202,367,351,43,2916,57,79,83,58,82,53,71,76,12,576,11,8,3,5,7,0,9,7,3,50,0,0,0,0,0,0,0,0,0,8,2302,4146,4568,2920,3697,2544,2706,2613,384,25883
POA6121,3,0,24,17,9,38,4,31,0,128,7,10,35,27,17,20,15,29,3,151,14,26,44,12,30,8,11,23,3,168,49,55,55,23,50,11,15,16,0,288,80,67,87,39,80,28,51,34,10,477,38,33,46,24,51,15,37,18,5,274,9,3,14,5,11,7,10,6,0,67,3,3,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,200,205,308,143,256,127,148,160,22,1559
POA6122,9,3,87,53,14,170,18,106,7,458,38,58,287,119,119,121,64,95,18,923,195,353,658,296,393,207,355,185,41,2683,192,272,359,232,277,137,248,155,40,1912,186,190,261,142,249,104,209,135,20,1495,85,120,156,98,146,59,114,84,9,857,16,17,22,11,31,16,26,15,4,150,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,718,1015,1820,947,1241,813,1032,775,138,8498
POA6123,0,3,6,4,3,15,3,13,4,46,0,6,23,15,7,9,4,13,0,79,15,13,33,16,13,10,28,14,3,142,12,13,30,5,20,13,29,13,0,127,15,6,34,15,29,12,33,14,0,164,20,10,12,14,17,6,20,21,3,128,3,4,0,0,6,3,3,7,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,68,57,140,70,90,62,120,92,7,719
POA6124,0,0,9,8,0,0,0,11,0,21,3,4,14,12,4,0,0,7,0,42,5,11,22,7,10,8,6,9,0,79,18,20,12,13,9,0,9,5,0,90,25,36,36,18,25,12,20,18,0,183,18,15,14,6,9,8,9,14,0,96,3,4,4,3,7,0,3,8,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,66,99,107,62,66,29,49,69,7,544
POA6125,3,0,30,5,5,23,0,19,0,83,3,11,32,9,12,4,11,15,3,104,15,34,48,12,24,9,12,24,3,183,32,33,68,26,25,18,42,31,10,285,87,52,76,34,43,25,68,39,10,438,51,29,41,21,51,16,38,19,6,277,23,4,0,3,6,5,9,11,0,70,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,217,167,303,122,179,105,167,150,30,1443
POA6126,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,15,3,4,4,0,0,0,0,3,0,18,10,0,8,3,3,0,4,7,0,32,11,7,3,3,4,4,3,4,0,34,4,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,16,26,10,11,5,12,18,0,128
POA6147,3,4,37,53,8,121,14,64,8,310,30,76,98,82,74,131,52,97,8,644,139,474,349,149,237,131,153,196,35,1851,149,287,273,156,179,86,150,153,28,1458,107,192,195,156,193,80,154,178,31,1276,89,150,160,140,205,63,106,142,19,1083,21,27,35,35,53,18,27,51,3,269,0,9,3,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,3,536,1217,1146,777,948,622,653,884,138,6922
POA6148,8,16,39,96,25,167,7,88,3,459,22,148,99,139,83,149,40,76,12,768,117,498,224,146,174,99,72,101,16,1449,219,590,232,136,192,80,69,95,27,1640,321,589,216,163,286,105,107,116,46,1947,212,387,155,90,234,78,63,85,17,1317,47,86,40,25,66,24,17,27,4,332,12,10,0,6,8,6,7,0,0,47,0,0,0,0,0,0,0,0,0,0,952,2327,1010,802,1068,707,386,593,127,7972
POA6149,5,12,40,99,29,176,18,98,4,486,32,169,113,142,93,190,33,89,12,876,149,569,196,117,197,104,64,112,20,1527,263,660,193,138,252,85,60,83,22,1752,357,634,215,165,354,94,69,97,31,2014,302,593,212,134,365,94,78,102,12,1890,93,138,39,33,74,46,18,30,4,471,0,9,0,0,5,3,3,7,0,28,0,0,0,0,5,0,0,0,0,7,1205,2791,1016,822,1364,790,343,625,108,9054
POA6150,3,18,38,84,18,167,6,79,0,416,33,138,77,128,79,164,19,66,7,726,80,397,109,101,123,68,43,89,17,1023,164,413,81,59,115,42,32,45,15,967,253,454,118,108,209,77,31,41,13,1301,222,399,116,70,196,91,38,55,14,1199,47,101,35,14,58,29,10,18,6,312,6,7,0,0,7,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,812,1917,580,563,812,637,177,399,78,5977
POA6151,3,14,19,66,26,123,13,51,5,314,47,168,94,214,85,118,24,73,9,824,238,843,273,193,230,100,50,94,30,2050,349,764,134,87,173,87,37,49,26,1696,405,650,114,91,266,88,30,47,18,1709,306,489,82,69,218,78,32,44,11,1342,101,164,30,17,82,35,13,31,11,492,6,18,0,3,3,4,0,3,3,44,3,0,0,0,0,0,0,0,0,7,1456,3098,744,749,1084,630,194,393,116,8469
POA6152,11,22,39,128,37,184,23,84,10,540,61,284,166,303,190,237,46,127,29,1441,350,1385,407,292,340,190,100,174,51,3283,413,917,227,160,327,118,52,100,27,2330,471,791,196,153,332,122,73,96,30,2261,348,587,175,123,341,113,71,80,19,1854,86,165,34,37,89,52,27,28,12,532,6,16,3,5,5,0,6,3,7,54,0,0,0,0,0,0,0,0,3,6,1744,4171,1251,1197,1650,1012,385,696,180,12295
POA6153,3,18,29,82,28,216,19,59,3,456,48,196,121,192,114,172,14,72,11,937,201,770,210,128,206,99,43,71,26,1753,391,782,167,132,222,91,29,60,24,1904,522,749,170,110,337,125,40,62,31,2145,371,593,74,108,291,116,44,51,28,1681,110,201,35,19,83,52,15,18,10,547,17,24,3,0,12,12,0,6,3,74,0,0,0,0,0,4,0,0,0,7,1667,3333,810,784,1293,881,204,398,137,9505
POA6154,3,10,22,58,14,119,6,47,6,277,10,50,57,90,43,86,14,42,4,395,106,271,114,69,96,56,22,45,7,785,201,391,116,70,166,44,29,23,16,1059,235,382,103,88,186,61,23,42,11,1137,110,226,74,61,119,46,31,39,10,714,33,58,16,11,38,17,3,9,0,194,0,13,3,3,4,0,3,0,3,26,0,0,0,0,0,0,0,0,0,3,699,1389,515,452,665,423,133,258,60,4590
POA6155,20,33,174,281,63,583,35,290,29,1514,88,377,340,394,252,499,101,309,43,2399,395,1325,646,396,538,320,287,365,65,4341,759,1874,881,521,826,317,305,351,86,5917,897,1486,845,531,1057,356,331,367,84,5956,492,846,454,333,668,249,246,285,48,3633,104,196,102,52,137,78,61,74,12,820,9,9,3,0,7,3,0,11,3,49,0,0,0,0,0,0,3,0,0,3,2762,6160,3444,2516,3548,2412,1369,2057,361,24635
POA6156,9,6,35,83,30,160,12,80,4,421,32,114,104,146,84,134,15,63,7,698,177,527,226,150,164,79,54,91,27,1500,370,612,213,134,257,81,59,68,25,1808,413,575,208,152,329,80,55,93,27,1942,208,332,111,89,207,66,36,72,12,1137,56,74,19,19,55,23,12,22,8,297,9,10,0,0,12,7,3,4,0,45,4,0,0,0,0,0,0,0,0,3,1263,2258,921,779,1138,636,246,494,117,7855
POA6157,0,3,15,67,16,127,3,60,3,304,29,87,72,125,63,95,21,48,4,544,159,529,206,133,130,89,34,56,24,1367,269,558,164,115,167,105,42,41,22,1493,280,488,190,138,231,87,53,60,29,1552,159,346,94,73,192,69,55,48,10,1038,47,91,29,23,45,23,11,13,12,292,5,5,0,0,6,4,0,0,3,32,0,3,0,0,0,0,0,0,0,11,958,2115,777,674,849,601,219,330,113,6634
POA6158,3,7,6,46,6,52,4,47,3,173,19,41,38,95,40,47,4,20,0,313,68,200,79,49,60,25,19,29,13,551,153,316,71,45,84,31,21,18,11,743,220,403,76,57,116,53,13,21,20,974,162,304,63,48,89,42,16,24,11,747,32,75,12,9,30,20,5,7,0,190,4,7,0,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,663,1343,352,343,425,276,87,160,53,3720
POA6159,0,0,3,19,0,13,0,18,0,58,3,21,10,37,10,18,0,9,3,114,45,185,44,35,31,17,12,14,3,384,61,163,19,6,23,10,3,8,7,307,95,146,12,15,40,20,12,9,13,358,61,134,12,22,36,15,7,7,7,302,43,50,9,3,16,4,0,5,3,138,3,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,320,705,108,143,167,108,36,62,37,1679
POA6160,3,9,7,40,10,52,0,30,3,147,9,64,33,95,26,48,8,35,0,308,133,430,161,157,92,48,46,67,23,1155,123,369,79,55,76,29,27,28,14,799,152,331,65,47,94,40,29,29,12,793,101,264,56,35,70,30,24,34,8,616,34,88,6,8,31,14,9,13,3,200,4,18,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,558,1565,410,431,396,270,142,235,59,4060
POA6161,0,0,0,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,8,10,0,9,9,3,0,0,3,0,33,3,4,4,0,0,3,0,0,0,18,5,0,0,3,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,20,18,3,5,3,6,0,85
POA6162,3,3,11,52,10,84,3,40,4,219,15,64,49,83,35,66,18,42,7,376,137,371,198,135,93,55,27,64,19,1093,198,480,135,81,120,44,38,58,20,1172,217,486,136,90,131,63,42,52,21,1243,142,311,88,71,119,47,39,53,9,880,41,87,17,17,33,19,15,23,7,255,7,3,0,0,0,0,3,3,4,21,0,0,0,0,0,0,0,0,0,0,752,1808,645,526,545,376,180,338,92,5267
POA6163,8,25,129,181,51,459,36,215,19,1126,88,242,397,418,230,383,107,255,33,2158,500,1510,1065,561,598,358,255,454,87,5383,677,1392,921,425,610,268,296,401,89,5076,669,1209,814,488,807,304,340,452,91,5173,463,814,560,430,628,286,315,387,53,3932,84,185,100,87,145,79,64,114,15,874,11,8,3,4,9,7,8,9,4,66,0,0,0,3,0,0,0,0,3,4,2501,5392,3984,2601,3091,2141,1411,2283,395,23790
POA6164,24,28,206,231,73,587,52,308,21,1529,131,301,551,417,375,459,180,305,37,2758,782,2134,1474,697,1107,493,431,528,116,7764,1050,1919,1328,632,1204,396,446,509,142,7635,771,1010,992,572,1055,412,490,487,102,5878,377,476,491,332,564,214,294,348,41,3138,66,105,93,54,97,42,71,64,14,610,3,7,0,3,9,7,3,9,4,47,0,4,0,0,0,0,0,4,0,5,3201,5986,5130,2932,4475,2617,1974,2567,483,29363
POA6165,0,0,3,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,3,3,0,7,0,0,0,0,13,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,7,0,3,3,0,39
POA6166,0,3,43,50,11,126,10,42,9,292,11,54,100,64,51,68,21,52,9,428,71,201,195,76,148,48,44,48,9,846,164,206,213,88,142,67,54,75,18,1027,182,209,190,92,222,102,82,102,30,1203,134,132,139,61,152,58,64,64,13,801,37,24,31,10,22,23,12,28,3,193,4,3,4,0,0,0,0,3,3,17,0,0,0,0,0,0,0,0,3,7,607,823,920,442,759,484,281,411,93,4813
POA6167,6,3,84,74,18,227,20,127,10,571,40,62,236,159,106,165,80,158,26,1022,247,521,577,352,414,235,299,297,54,2988,250,373,521,274,361,180,312,289,49,2610,165,229,357,234,268,161,316,294,39,2066,96,130,199,156,198,68,187,176,33,1248,21,15,35,15,22,7,36,47,4,207,0,3,4,0,0,0,0,8,3,18,0,0,0,0,0,0,0,0,0,0,825,1339,2000,1259,1398,1046,1247,1396,221,10723
POA6168,8,11,75,89,22,176,18,93,4,485,44,57,295,199,80,166,64,156,23,1077,147,224,479,325,199,129,166,201,29,1888,171,223,395,232,209,98,171,229,40,1763,213,229,401,275,331,144,270,254,42,2166,168,203,272,240,230,121,218,216,32,1704,33,49,41,44,48,24,33,46,10,322,5,3,3,3,4,0,4,12,0,37,0,0,0,0,0,0,0,3,0,11,786,999,1962,1398,1117,866,944,1210,186,9461
POA6169,9,16,123,117,35,352,17,180,7,851,69,108,374,236,123,238,87,206,31,1463,252,371,724,336,327,222,252,346,48,2865,294,486,641,324,388,171,308,329,52,3001,365,538,652,427,471,271,404,353,62,3546,229,374,438,266,345,176,312,268,53,2458,31,61,47,46,69,36,37,42,9,376,5,6,4,3,3,0,5,6,8,43,0,0,0,0,0,0,3,0,0,7,1246,1964,2999,1764,1758,1459,1425,1733,274,14608
POA6170,0,5,34,29,16,106,9,83,4,287,40,65,137,101,67,121,53,92,12,688,158,442,400,238,282,139,174,191,37,2060,125,290,282,137,174,86,127,119,24,1377,94,157,172,127,155,83,133,123,23,1056,51,64,57,56,81,33,75,62,7,485,11,16,6,7,10,8,16,13,4,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,468,1038,1095,705,779,579,588,684,103,6043
POA6171,14,17,94,109,29,310,23,210,3,810,74,123,406,257,192,239,111,165,17,1586,361,724,1064,508,638,305,435,370,61,4456,407,637,726,442,480,221,356,260,66,3595,376,433,485,350,428,186,285,204,53,2795,139,184,194,158,208,81,151,100,19,1236,11,29,21,23,40,21,22,26,8,201,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,0,1381,2142,2999,1841,2009,1363,1384,1341,233,14701
POA6172,0,7,50,71,17,175,10,130,11,470,24,43,130,98,62,109,39,106,13,622,92,135,283,131,150,87,91,135,22,1140,155,192,284,186,169,97,140,142,28,1399,191,206,263,210,226,108,166,156,23,1558,72,104,114,82,92,67,102,95,10,736,10,20,10,14,16,5,12,6,3,95,0,0,0,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,554,708,1142,793,736,656,556,771,116,6026
POA6173,3,6,64,88,18,182,13,92,3,467,24,37,146,89,54,79,34,60,8,526,93,161,282,118,128,59,88,92,13,1042,194,312,341,231,206,104,125,120,27,1662,236,293,303,191,252,129,102,81,25,1604,76,73,71,60,66,38,46,46,11,485,3,15,5,9,6,7,8,4,0,63,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,632,903,1204,783,736,603,414,483,103,5860
POA6174,0,0,23,22,3,48,0,30,0,130,10,21,54,30,19,21,10,14,12,196,43,62,115,54,56,30,31,46,5,448,38,100,86,46,58,27,40,39,12,440,44,47,77,46,57,22,47,29,12,373,17,31,30,23,22,6,14,9,0,158,0,4,9,0,0,0,6,3,3,25,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,155,263,388,229,218,157,154,170,43,1776
POA6175,5,3,26,17,3,41,4,37,3,143,3,6,31,22,13,23,7,21,3,128,30,72,114,39,41,18,25,26,3,371,50,77,85,46,47,21,40,36,8,410,54,90,78,47,64,32,42,34,7,441,24,31,34,15,37,10,19,13,3,187,0,7,3,0,3,3,5,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,285,373,192,208,145,144,169,29,1713
POA6176,0,0,11,8,3,8,0,14,0,47,3,7,31,24,12,20,3,12,0,108,10,19,50,21,29,15,13,20,0,175,15,12,23,13,23,4,22,7,3,131,12,20,23,16,16,4,16,12,0,124,9,20,7,8,15,12,9,6,4,85,3,6,3,0,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,63,81,154,91,92,64,59,74,12,693
POA6180,4,7,22,19,10,42,3,34,0,131,10,16,67,42,28,39,15,26,0,243,55,92,171,76,82,47,83,74,10,693,69,79,102,76,63,31,59,46,17,539,43,64,84,59,67,32,46,51,5,457,19,45,29,28,41,27,25,18,0,237,5,8,3,7,8,3,6,9,0,50,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,205,306,477,307,296,223,245,261,34,2362
POA6181,0,0,3,3,0,0,0,4,0,12,0,0,6,4,3,3,0,3,0,18,3,3,4,0,4,0,0,0,0,25,8,3,17,7,12,7,3,0,0,55,10,11,14,11,11,4,4,3,5,77,9,5,9,7,10,0,9,3,0,47,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,56,27,36,19,19,12,7,234
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,8,5,0,12,0,7,0,23,0,0,7,8,3,4,6,4,0,38,4,3,22,3,3,0,5,5,0,64,9,13,29,11,11,3,11,6,7,106,22,11,26,10,18,11,16,13,5,123,20,7,15,11,5,3,10,10,3,83,9,3,7,3,7,3,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,44,109,48,44,42,48,56,18,481
POA6208,0,4,30,39,3,101,11,55,4,245,9,23,109,48,27,56,17,62,4,359,52,109,212,86,70,51,106,87,19,786,78,116,184,94,99,71,124,103,21,895,113,106,182,99,110,83,202,126,21,1037,92,90,129,77,93,52,141,82,19,779,35,31,25,15,23,16,33,21,0,192,14,3,0,0,0,0,0,7,0,30,0,0,0,0,0,0,0,0,0,0,404,470,872,459,437,429,624,540,85,4322
POA6209,0,3,10,9,0,16,3,22,0,64,3,3,19,9,10,10,5,15,0,66,3,12,12,4,13,3,7,12,3,75,10,20,32,18,14,3,19,9,6,138,25,25,44,17,31,19,29,15,4,207,14,12,28,9,13,12,36,15,0,154,5,0,4,3,3,4,5,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,73,152,67,90,76,104,99,14,737
