POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,3,0,9,9,0,0,0,0,0,3,0,0,9,6,0,3,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,3,0,8,10,0,44
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,10,3,0,5,0,0,0,0,0,16,7,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,5,3,5,4,0,3,3,0,45
POA6426,0,0,6,0,3,0,0,0,0,13,3,0,7,0,0,5,4,3,0,18,5,6,18,3,6,5,15,5,0,68,9,0,18,10,6,3,17,9,0,71,34,10,24,6,10,10,25,14,0,119,22,0,8,3,7,0,18,13,0,70,16,3,5,0,0,0,5,3,4,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,92,20,76,19,32,15,77,45,7,395
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,10,0,0,21,0,0,8,0,0,0,5,0,0,17,0,0,0,0,0,0,8,0,0,11,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,29,4,3,59
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,3,0,5,6,0,34
POA6429,0,0,9,0,0,0,0,3,0,10,0,3,9,0,3,4,0,0,0,21,4,4,13,9,5,3,5,7,0,58,6,4,15,13,6,3,9,5,0,73,11,11,22,7,6,5,25,14,0,102,12,7,6,3,5,0,22,8,4,72,3,0,0,5,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,28,62,40,35,21,79,45,6,348
POA6430,5,9,148,72,44,258,11,117,4,664,39,142,288,91,98,107,129,107,14,1000,203,628,672,288,274,147,491,201,43,2960,298,491,561,253,302,119,416,174,44,2670,279,361,468,218,328,141,424,163,42,2429,214,201,258,126,177,89,292,143,23,1525,34,43,40,21,32,17,55,27,13,282,4,9,0,3,3,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,1081,1884,2437,1070,1258,882,1813,943,182,11554
POA6431,0,0,0,0,4,0,0,0,0,9,0,4,10,5,3,3,4,7,0,39,4,17,14,8,11,3,13,11,4,80,12,16,9,6,3,0,7,10,3,69,10,11,14,3,4,0,16,6,0,69,11,8,11,12,9,0,9,7,0,58,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,59,64,43,29,12,51,40,9,338
POA6432,0,0,34,14,5,65,8,38,10,178,12,10,97,25,30,43,58,42,4,327,32,61,180,65,80,52,172,63,20,714,47,71,145,63,74,48,158,49,21,672,74,54,134,78,84,45,184,73,17,728,37,26,95,44,54,26,142,65,19,511,16,9,11,5,12,0,23,12,0,85,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,214,236,698,297,335,276,737,338,86,3219
POA6434,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,9,7,4,11,0,0,0,7,9,0,34,0,3,5,0,0,0,5,0,0,15,6,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,11,0,0,18,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,15,0,3,0,34,19,3,103
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,7,0,7,6,0,35
POA6437,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,9,3,8,28,3,4,0,23,11,0,84,6,9,12,4,10,0,21,5,0,67,4,5,8,0,5,0,26,15,0,70,0,0,11,0,0,0,13,9,0,37,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,62,15,19,3,92,33,0,274
POA6438,0,0,0,3,0,0,0,4,0,8,0,3,7,3,3,0,4,3,0,34,7,21,23,12,14,3,32,6,0,117,15,3,20,6,6,0,28,9,3,87,12,11,14,9,4,4,19,13,0,84,5,11,3,3,8,3,7,6,0,53,3,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,77,34,26,15,96,41,10,394
POA6440,0,0,3,0,0,0,0,0,0,8,0,4,14,3,3,0,10,3,0,41,3,29,47,14,10,5,53,16,0,183,6,8,31,3,3,3,44,12,0,104,9,11,42,14,3,3,48,14,0,145,18,10,13,8,4,0,40,7,3,95,0,3,4,3,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,67,155,46,32,8,196,55,7,598
POA6442,0,0,13,0,3,20,0,9,0,46,3,4,24,7,8,6,17,8,0,82,10,34,66,14,19,18,96,15,8,269,8,21,49,23,19,17,72,25,4,243,3,18,69,19,25,13,76,20,5,255,10,9,34,13,7,4,36,26,3,141,0,0,6,0,3,0,10,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,92,254,77,92,69,315,109,19,1060
POA6443,0,0,0,0,0,3,0,0,0,11,0,3,6,5,3,0,0,5,0,18,8,6,27,9,5,6,23,9,0,84,10,5,13,7,4,3,7,9,3,49,15,10,20,4,8,3,21,13,3,96,16,5,19,3,5,0,15,8,0,81,3,0,0,0,3,0,0,6,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,34,84,28,26,16,67,48,12,366
POA6445,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,4,3,0,16,11,3,0,0,0,0,0,3,0,24,14,0,0,0,0,0,0,7,0,21,18,0,0,0,0,0,0,0,0,18,4,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,61,3,4,0,4,4,6,13,0,98
POA6446,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,12,15,0,0,0,3,0,0,0,0,18,13,0,0,0,0,0,0,3,0,20,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,6,3,0,3,12,0,68
POA6447,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,17,3,0,0,0,0,4,4,0,30,15,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,25,18,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,0,6,0,6,13,0,104
POA6448,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,4,0,3,0,6,3,0,4,4,4,0,0,3,0,31,14,6,5,4,5,0,3,0,0,35,15,0,6,4,12,0,7,10,0,51,10,11,8,0,3,0,7,3,0,31,6,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,16,28,15,26,8,15,23,3,175
POA6450,4,6,70,40,22,139,14,85,6,386,26,31,117,60,50,69,41,81,11,493,113,169,213,92,133,68,95,158,13,1054,225,209,190,98,142,85,125,132,12,1214,283,200,196,116,178,115,175,172,27,1461,184,139,122,89,139,70,136,125,13,1022,91,35,33,14,39,11,45,26,6,302,13,7,3,0,10,3,0,10,3,57,7,0,0,0,0,0,0,0,4,11,944,800,946,510,697,565,640,791,94,5993
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,15,7,6,7,6,15,0,7,6,0,65,19,6,3,8,3,0,8,7,0,51,13,8,5,4,8,0,3,4,0,49,24,5,5,4,15,3,8,7,0,74,12,0,3,3,0,3,3,3,0,25,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,78,33,33,20,42,14,29,34,3,297
POA6461,0,0,3,0,0,3,0,8,0,11,0,0,0,0,0,0,3,3,0,11,6,7,4,6,8,3,0,5,0,36,16,9,7,5,3,0,3,3,0,47,14,3,10,0,8,3,11,0,3,48,20,3,0,3,0,4,5,5,0,51,12,0,3,3,3,0,0,3,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,77,23,27,16,23,13,19,27,4,232
POA6462,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,9,7,0,0,3,0,0,0,0,0,12,4,0,3,0,0,0,3,3,0,12,12,0,0,3,0,0,0,0,0,17,7,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,5,3,3,0,5,6,0,63
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,14
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,4,0,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,3,4,6,0,38
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11
POA6468,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,13,6,0,3,0,0,0,0,5,0,20,12,0,4,0,5,0,5,4,0,36,11,3,5,0,0,0,0,6,0,24,17,0,3,0,0,0,3,0,0,25,7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,5,16,3,9,3,10,16,0,123
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
POA6472,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,20,7,3,0,5,0,0,3,0,0,22,15,0,3,0,0,0,0,3,4,27,8,0,0,0,0,0,3,4,0,16,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11,7,3,3,3,11,10,4,105
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,3,0,0,24
POA6475,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,8,4,3,0,3,0,0,3,0,23,11,3,7,3,4,3,0,4,0,38,9,0,5,5,3,0,4,6,0,30,28,0,0,6,0,0,6,9,0,50,4,0,3,0,0,0,0,4,0,14,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,66,8,24,13,19,8,12,27,0,185
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,7,4,0,25
POA6477,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,6,4,3,0,0,0,0,0,0,24,13,0,3,3,3,0,0,4,0,32,16,3,0,0,3,0,12,4,0,39,9,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,60,9,18,7,11,0,11,12,3,129
POA6479,0,0,0,0,0,3,0,0,0,6,0,0,4,0,3,0,0,3,0,8,11,10,12,3,5,7,3,9,0,59,25,4,8,3,4,0,4,4,0,54,19,3,3,3,3,3,7,6,0,49,23,7,5,9,3,0,8,8,0,62,26,0,0,0,0,0,3,0,0,28,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,110,23,30,17,20,15,22,32,3,271
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,3,3,3,0,0,23
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,11,0,0,8,0,0,0,4,3,0,14,7,0,3,0,0,0,3,0,0,14,0,3,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,16,0,5,0,21,3,0,57
POA6485,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,10,6,10,4,3,3,4,4,4,0,30,5,0,0,0,6,0,3,4,0,23,15,3,3,7,3,3,9,8,0,45,17,4,3,5,3,0,6,3,0,37,7,3,0,0,0,0,3,3,0,16,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,58,16,13,17,26,5,23,22,3,180
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,30
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,12,3,0,0,3,0,0,3,0,0,14,6,0,3,0,3,0,3,6,0,25,8,0,0,0,0,0,0,3,0,15,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,7,4,3,5,11,10,0,78
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,0,0,4,6,4,35
POA6490,0,0,0,0,0,0,0,5,0,3,0,0,3,0,3,3,5,3,0,15,0,5,0,0,0,0,0,0,0,13,8,3,3,0,0,0,0,0,0,19,11,5,3,0,0,0,3,4,0,24,10,0,0,4,11,0,6,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,12,9,14,4,19,15,0,110
POA6501,3,0,7,3,0,3,0,8,0,22,4,3,16,4,5,0,3,4,0,35,7,3,15,4,13,0,3,12,0,64,16,7,25,8,12,0,18,9,4,101,20,12,26,4,23,3,9,19,8,128,7,4,15,9,17,4,9,8,4,79,13,3,3,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,68,35,100,38,76,14,46,69,14,460
POA6502,0,0,0,5,0,4,0,0,0,16,3,0,12,3,3,5,3,7,0,40,6,3,17,0,4,5,7,11,0,58,9,11,13,6,3,3,13,7,3,85,17,11,19,18,14,4,16,10,0,111,24,12,14,6,9,7,7,16,6,103,13,5,3,0,3,0,3,7,0,45,3,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,80,40,80,43,44,38,66,72,17,474
POA6503,0,0,12,3,0,4,0,11,0,40,0,0,18,8,7,4,3,37,0,75,25,8,24,11,14,13,17,75,0,191,45,8,42,5,19,10,17,27,3,176,58,25,26,14,29,7,30,32,3,241,62,13,17,8,18,9,28,35,8,196,57,4,6,0,10,3,8,6,3,97,18,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,271,61,144,53,99,54,103,230,18,1037
POA6504,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,3,3,0,0,0,0,0,4,0,11,0,0,0,3,0,0,0,0,0,4,3,0,0,3,4,0,4,8,0,16,5,0,3,0,5,0,6,0,0,17,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,7,3,3,7,3,13,15,0,74
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,3,0,12,13,0,0,0,0,0,0,0,0,16,13,0,0,0,4,0,0,0,0,13,6,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,3,7,4,7,0,9,6,0,70
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,3,9,0,33
POA6507,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,6,8,0,26,11,9,7,0,0,0,3,11,0,46,20,3,10,4,10,3,4,7,0,64,29,0,9,0,8,3,14,6,0,63,30,8,0,0,6,0,3,8,3,67,19,0,3,0,0,0,3,3,0,36,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,123,27,31,10,35,12,31,53,4,311
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,3,0,0,10,8,0,4,3,0,0,8,0,0,23,16,0,3,3,7,0,0,3,0,27,5,0,0,0,3,0,0,0,0,13,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,5,6,10,10,0,10,8,0,87
POA6510,0,0,9,6,0,13,0,10,0,36,0,4,29,0,10,8,3,18,0,68,19,20,28,18,16,18,6,16,3,152,35,19,19,23,18,8,17,21,0,167,46,16,27,13,25,23,21,26,0,199,30,18,23,23,29,9,28,22,3,176,29,4,5,3,4,3,8,13,0,71,10,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,178,83,140,85,111,83,90,126,7,898
POA6511,0,0,0,0,0,0,0,3,0,6,0,0,0,0,6,0,0,11,0,19,3,12,3,3,3,0,4,16,0,49,3,0,3,4,5,0,4,14,3,31,8,4,5,7,8,0,5,15,0,53,5,0,4,8,9,0,3,6,4,40,4,3,0,0,0,0,3,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,22,21,19,34,7,16,61,10,213
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,3,0,17,11,0,0,3,0,3,0,3,0,22,8,3,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,0,4,4,0,0,8,0,58
POA6513,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,11,6,3,3,3,0,4,6,0,37,13,3,0,0,0,0,4,0,0,22,15,0,0,0,0,0,3,0,0,25,10,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,9,10,3,8,0,17,12,0,112
POA6514,0,0,3,0,0,0,0,3,0,7,0,0,3,0,3,0,0,3,0,14,3,0,11,5,3,0,0,3,0,19,4,4,3,4,3,0,3,7,0,30,3,9,5,0,9,3,7,13,0,51,11,3,8,7,8,6,5,9,0,53,0,0,0,0,4,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,31,16,23,10,24,38,3,184
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,3,6,0,7,0,0,8,0,28,10,3,3,0,7,0,6,4,0,29,16,4,0,0,4,4,4,5,3,47,22,0,3,3,4,0,4,3,0,37,14,0,0,0,0,0,3,3,0,23,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,75,9,14,9,19,7,22,20,3,176
POA6516,0,0,4,0,0,11,0,12,0,33,3,0,6,12,7,5,3,5,0,39,10,16,28,17,5,3,7,20,0,109,28,14,29,14,21,9,12,26,3,154,22,10,40,6,29,13,24,20,4,166,27,25,17,5,22,3,12,24,3,147,8,0,3,3,0,4,0,0,0,22,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,99,68,137,64,84,55,58,111,7,675
POA6517,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,18,6,5,6,0,9,4,6,0,0,34,11,7,6,0,6,0,6,0,0,41,10,3,10,4,3,0,8,4,0,38,15,7,8,0,5,3,10,8,0,52,6,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,21,35,10,24,13,29,24,0,197
POA6518,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,5,0,6,8,3,0,0,0,0,0,7,0,17,6,3,0,0,3,0,3,3,0,13,10,3,4,0,0,0,0,3,0,28,11,0,0,0,0,0,0,3,0,19,9,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,12,7,3,5,3,4,19,3,101
