POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6513,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,4,3,0,0,0,0,3,27
POA6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,5,3,10,4,37
POA6515,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,3,0,0,0,0,0,23
POA6516,0,0,0,13,5,0,0,4,0,0,0,0,0,0,29,41,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,37,4,32,3,9,5,9,26,157
POA6517,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,11,0,0,0,8,0,34
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,3,0,0,0,0,3,22
POA6519,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,17,4,15,0,0,3,6,0,61
POA6521,0,0,0,3,5,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,3,0,0,3,41
POA6522,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,3,4,0,0,3,3,4,49
POA6525,0,0,0,26,11,3,0,6,0,3,3,0,0,0,50,91,0,0,0,0,0,0,0,0,0,0,4,4,64,21,3,83,4,57,12,14,7,22,58,340
POA6528,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,9,0,7,0,3,7,41
POA6530,3,5,0,301,59,5,9,68,8,43,11,8,4,31,397,640,3,0,3,4,0,0,0,0,3,3,13,33,588,126,35,952,113,607,57,134,51,262,417,3335
POA6532,0,0,0,78,11,3,0,21,4,3,3,0,4,3,115,172,0,0,0,3,0,3,0,0,0,0,3,11,167,23,5,240,37,138,11,28,16,29,122,819
POA6535,0,0,0,11,0,0,0,5,0,0,0,3,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,48,3,28,0,8,3,16,9,145
POA6536,0,0,0,3,0,7,0,6,0,0,0,0,0,0,18,34,0,0,0,0,0,0,0,0,0,0,0,0,20,13,3,29,4,16,3,6,3,12,24,123
POA6537,0,0,0,4,0,0,0,0,0,0,0,3,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,19,0,20,0,3,3,0,9,79
POA6556,0,0,0,23,4,0,0,3,0,4,3,3,0,0,30,48,0,0,0,0,0,0,0,0,0,0,0,0,42,15,0,80,8,47,3,15,5,12,34,257
POA6558,0,0,0,8,6,0,0,0,0,0,0,3,0,0,7,16,0,0,0,3,0,0,0,0,0,0,0,3,23,6,3,26,4,8,3,11,0,7,7,106
POA6560,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,27,0,0,0,0,0,0,0,0,0,0,0,3,17,4,0,36,4,28,5,6,3,21,15,135
POA6562,0,0,0,10,0,0,0,0,0,0,0,0,0,3,14,18,0,0,0,0,0,0,0,0,0,0,0,3,22,3,3,34,3,30,3,9,0,12,14,136
POA6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,3,3,3,8,25
POA6566,0,0,0,22,8,0,0,5,0,5,0,0,0,3,42,64,0,0,0,0,0,0,0,0,0,0,0,4,46,12,3,62,8,53,7,20,4,23,39,276
POA6567,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,6,0,3,3,7,0,41
POA6568,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,5,0,3,0,3,0,27
POA6569,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,26
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,6
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,12
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,3,0,0,0,0,0,15
POA6603,0,0,0,4,4,0,0,10,0,0,0,0,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,53,5,26,0,5,4,0,9,125
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
POA6606,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,16
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,3,0,0,0,0,0,14
POA6609,0,0,0,12,6,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,3,26,3,0,28,0,28,3,3,0,3,6,98
POA6612,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,16
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,11
POA6620,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,3,8,0,0,0,0,0,34
POA6623,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,3,16,0,0,4,3,3,55
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6630,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,0,7,0,3,3,8,7,49
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11
POA6635,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,11
POA6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,5,0,0,4,8,0,31
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,5,0,3,0,12,5,41
POA6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,18
POA6701,0,0,0,33,12,0,0,7,3,3,0,5,0,10,27,71,3,0,0,3,0,0,0,0,0,3,12,26,138,15,8,104,20,60,11,22,11,70,41,486
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
POA6707,0,0,0,31,3,0,0,11,0,3,0,0,0,0,35,53,0,0,0,0,0,0,0,0,0,0,0,0,59,16,3,87,9,47,8,9,5,8,37,286
POA6710,0,0,0,14,0,0,0,0,0,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,16,3,11,0,0,3,3,4,66
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,0,0,0,59,0,0,0,3,0,3,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,59,7,39,3,0,3,4,6,172
POA6714,5,0,0,562,32,3,3,33,0,19,0,7,7,13,138,252,5,0,0,3,0,0,0,0,3,3,10,26,436,37,23,593,70,555,22,55,49,66,152,2054
POA6716,0,0,0,19,4,0,0,3,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,27,4,35,0,3,3,0,3,95
POA6718,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,5,0,11,0,9,3,32,5,75
POA6720,3,0,0,85,9,0,0,6,4,5,0,0,0,0,17,47,3,0,3,0,0,0,0,0,0,0,3,6,77,3,5,83,18,113,7,4,7,10,22,350
POA6721,3,0,0,172,10,0,0,4,0,4,0,0,0,0,30,54,0,0,0,3,0,0,0,0,0,0,0,7,107,3,14,134,20,129,3,3,8,3,32,461
POA6722,0,0,0,262,19,3,3,13,3,14,0,0,4,4,73,131,0,0,0,0,0,3,0,0,0,4,3,12,256,25,18,249,49,289,14,24,36,50,81,1097
POA6725,0,0,0,75,15,8,3,16,4,6,0,4,3,25,79,152,3,0,0,0,0,0,0,0,0,3,7,17,259,42,14,264,50,125,18,37,7,126,87,1030
POA6726,0,0,0,89,21,3,0,6,0,3,3,0,0,7,62,105,0,0,0,0,0,0,0,0,0,0,0,3,137,18,8,165,27,73,9,20,8,13,62,543
POA6728,0,0,0,21,14,5,0,5,0,12,0,4,0,25,28,90,0,0,3,0,0,0,0,0,0,8,4,20,90,13,9,58,14,76,8,24,8,186,33,524
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,3,13,3,3,4,4,10,0,3,0,43,7,102
POA6743,0,0,0,62,3,0,0,11,3,0,0,0,0,4,48,70,0,0,0,0,0,0,0,0,0,0,8,6,145,19,11,132,18,82,9,21,5,52,54,543
POA6751,0,0,0,99,9,0,0,7,0,4,0,0,0,0,28,44,0,0,0,0,0,0,0,0,0,0,0,3,87,14,10,92,23,130,8,10,15,11,27,438
POA6753,0,0,0,140,8,0,0,3,0,9,0,0,0,4,33,65,0,0,0,0,0,0,0,0,0,0,4,8,157,6,13,163,15,144,4,11,7,38,36,591
POA6754,0,0,0,66,5,0,3,0,0,0,0,0,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0,41,5,4,57,9,44,3,3,6,0,12,190
POA6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
POA6760,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,6,0,9,3,10,7,45
POA6762,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,3,0,0,0,4,3,7,6,28
POA6765,0,0,0,4,0,0,3,0,0,4,0,0,0,4,3,19,0,0,0,0,0,0,0,0,0,4,0,5,21,0,3,13,3,33,4,3,3,49,4,130
POA6770,0,0,0,3,0,0,0,0,0,3,0,3,0,15,6,35,0,0,0,0,0,0,0,0,0,3,7,15,18,9,0,17,5,14,0,12,3,83,24,178
