POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA6000,0,4,0,231,0,0,0,3,0,0,0,3,0,0,138,155,0,0,0,0,0,0,0,0,0,3,4,6,546,83,17,234,27,217,10,72,12,135,141,1499
POA6003,0,3,0,65,0,0,0,0,0,0,0,0,0,0,35,34,0,0,0,0,0,0,0,0,0,0,5,5,184,33,3,70,7,57,0,16,0,53,39,465
POA6004,4,15,0,267,3,5,0,3,3,7,0,0,0,6,155,177,0,0,0,0,0,0,0,0,0,0,3,8,544,96,18,226,24,245,9,90,20,216,154,1629
POA6005,0,14,0,165,3,0,0,0,0,0,0,0,0,0,85,94,4,0,0,0,0,0,0,0,0,0,0,5,301,49,8,122,12,105,3,50,8,89,86,827
POA6006,0,5,0,196,0,0,0,0,0,3,0,0,0,3,59,68,0,0,0,0,0,0,0,0,0,10,4,14,296,35,3,139,11,94,4,66,4,178,60,884
POA6007,0,5,0,199,3,0,0,0,3,0,0,0,0,0,76,83,4,0,0,0,0,0,0,0,0,3,0,13,307,56,8,120,18,84,5,52,6,125,80,868
POA6008,0,34,0,346,3,0,0,3,0,0,0,0,0,0,127,145,3,0,0,0,0,0,0,0,0,0,3,12,457,91,15,217,18,196,10,150,12,354,136,1653
POA6009,3,84,0,408,0,0,0,4,0,0,0,0,0,13,122,143,0,0,0,0,0,3,0,0,0,3,3,16,208,86,5,188,19,182,7,189,13,555,130,1590
POA6010,4,66,0,378,3,0,0,3,0,4,0,4,0,7,131,151,0,0,0,0,0,0,0,0,0,9,7,22,254,99,5,218,10,160,8,168,15,575,141,1649
POA6011,3,40,0,310,3,0,0,0,0,0,0,0,0,3,78,90,0,0,0,0,0,0,0,0,0,7,6,13,181,50,5,126,10,106,11,103,11,244,83,939
POA6012,3,31,0,195,3,0,0,0,0,0,0,0,0,5,70,86,0,0,0,0,0,0,0,0,0,0,0,4,179,66,3,116,7,87,0,76,9,239,75,864
POA6014,0,28,0,286,3,0,0,3,0,4,0,0,0,8,137,162,0,3,0,0,0,0,0,0,0,5,4,13,371,142,13,275,27,188,8,136,12,556,148,1881
POA6015,0,38,0,166,0,0,0,0,0,0,0,0,0,13,49,61,0,0,3,0,0,0,0,0,0,3,3,10,60,34,3,70,9,52,0,76,8,301,56,664
POA6016,3,3,0,148,3,0,0,0,0,0,0,3,0,4,77,95,4,0,0,0,0,0,0,0,0,5,0,6,315,81,3,150,13,82,12,46,13,149,86,944
POA6017,0,0,0,16,0,0,0,0,0,0,0,0,0,4,35,43,0,0,0,0,0,0,0,0,0,0,7,8,153,42,4,78,12,57,4,27,3,68,45,486
POA6018,0,22,3,500,10,6,3,0,0,3,0,0,0,23,352,395,3,0,3,0,0,0,0,0,0,29,15,60,1065,155,27,515,63,320,27,256,23,1153,383,3987
POA6019,0,15,0,341,12,0,0,0,0,0,0,0,0,9,234,259,3,0,0,0,0,0,0,0,0,3,9,21,812,139,22,336,40,197,11,162,17,533,248,2525
POA6020,0,32,0,322,0,0,0,3,0,6,0,3,0,10,162,181,3,0,0,3,0,0,0,0,0,12,8,22,353,136,9,318,23,212,17,247,24,893,179,2410
POA6021,0,8,0,172,0,0,0,3,0,0,0,4,0,13,122,152,0,0,0,3,0,0,0,0,0,20,14,38,476,87,12,254,36,199,19,138,15,777,155,2167
POA6022,0,3,0,29,0,0,0,0,0,0,0,4,0,3,33,44,0,0,0,0,0,0,0,0,0,5,3,5,108,31,5,71,16,44,0,52,4,221,38,595
POA6023,0,10,0,148,3,0,0,0,0,8,0,0,0,5,93,113,0,0,0,3,0,3,0,0,0,11,3,22,240,72,3,185,13,150,15,134,12,585,103,1514
POA6024,0,3,0,80,4,4,0,3,0,4,0,0,0,7,86,111,0,0,0,0,3,0,0,0,0,8,7,21,311,63,13,178,29,153,20,134,21,548,96,1549
POA6025,0,16,0,294,3,0,0,6,0,4,0,7,0,22,248,293,4,0,0,0,0,0,0,3,0,17,17,51,693,156,18,451,50,325,23,244,53,1022,267,3310
POA6026,0,9,0,169,3,0,0,0,3,0,0,4,0,20,133,169,0,0,0,4,0,3,0,3,0,21,5,37,371,91,13,362,27,236,15,199,31,814,158,2315
POA6027,0,16,0,264,12,3,0,7,0,5,0,0,0,21,327,386,9,0,3,6,0,4,0,0,0,34,16,70,986,217,33,653,71,479,41,323,43,1169,358,4369
POA6028,4,10,0,185,5,0,0,3,3,3,0,0,3,7,143,171,0,0,0,4,0,0,0,0,0,12,6,25,444,81,8,292,35,236,17,122,24,472,152,1883
POA6029,3,8,0,53,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,3,3,7,50,15,0,35,0,29,0,32,9,112,23,301
POA6030,3,15,0,179,13,0,0,4,0,5,0,4,3,20,236,285,5,7,3,0,0,3,0,0,3,30,19,72,772,132,32,450,67,364,32,204,37,1107,279,3481
POA6031,0,0,0,49,0,0,0,3,0,3,0,0,0,7,100,125,8,0,0,0,0,0,0,0,0,4,8,19,442,58,13,201,35,121,12,68,6,214,106,1271
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,3,0,3,0,24
POA6033,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,3,0,10,5,43
POA6034,0,0,0,9,0,0,0,3,0,0,0,0,0,3,15,21,0,0,0,0,0,0,0,0,0,0,0,0,74,4,3,31,0,19,3,10,0,14,15,177
POA6035,3,3,0,44,0,3,0,0,0,5,0,0,0,8,70,84,3,0,0,0,0,0,0,0,0,7,7,17,188,34,7,102,12,102,6,61,15,254,79,849
POA6036,0,3,0,46,3,0,0,0,0,0,0,0,0,0,97,105,0,0,0,0,0,0,0,0,0,7,10,19,325,40,10,174,26,126,7,66,12,229,109,1122
POA6037,0,0,0,12,0,0,0,0,0,4,0,0,0,8,28,37,0,0,0,0,0,0,0,0,0,4,3,7,40,12,5,29,3,33,0,24,8,130,32,318
POA6038,0,0,0,24,0,0,0,0,0,0,0,0,0,0,53,60,0,0,0,0,0,0,0,0,0,3,3,11,260,20,13,115,14,49,0,17,3,61,58,603
POA6041,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,18,0,28,3,25,5,113,17,224
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,3,0,13
POA6043,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,19,3,34
POA6044,0,5,0,12,0,0,0,0,0,0,0,0,0,3,13,21,0,0,0,0,0,0,0,0,0,6,0,5,13,3,7,21,0,11,0,12,0,96,23,185
POA6050,0,15,0,267,4,0,0,3,0,4,0,3,0,4,122,138,4,0,3,0,0,0,0,0,0,9,5,19,411,109,8,214,20,159,6,109,5,402,131,1586
POA6051,0,0,0,163,5,0,0,0,0,3,0,3,0,10,160,179,3,0,0,3,0,0,0,0,0,3,7,17,492,88,19,265,32,186,11,91,20,201,165,1571
POA6052,0,4,0,132,0,0,0,0,0,0,0,0,0,3,83,96,3,0,0,0,0,0,0,0,0,3,8,21,317,46,6,147,16,110,10,67,18,259,106,1090
POA6053,0,3,0,169,7,0,0,0,0,3,0,4,0,7,106,130,0,0,0,0,0,0,0,0,0,3,4,11,502,63,12,216,31,174,8,111,9,336,115,1581
POA6054,0,3,0,93,5,0,0,9,0,3,0,0,0,17,124,157,0,0,0,0,0,0,0,6,0,16,8,28,452,73,11,276,20,241,16,140,21,606,138,1992
POA6055,0,3,0,124,8,0,0,0,3,5,0,0,0,7,182,211,3,0,0,0,0,0,0,0,0,7,11,21,723,79,22,345,52,237,14,100,15,378,198,2159
POA6056,0,11,0,164,7,0,0,12,0,3,0,5,0,27,289,349,0,0,0,0,0,5,3,3,0,35,30,81,807,142,27,532,57,404,36,270,48,1189,342,3846
POA6057,3,6,0,61,4,0,0,7,0,4,3,3,0,7,129,161,3,0,3,0,0,0,0,0,0,10,12,28,410,56,11,233,23,205,9,95,18,537,145,1747
POA6058,0,3,0,33,8,0,0,0,0,3,0,0,0,3,108,123,0,0,0,3,0,0,0,0,0,10,5,20,281,37,19,189,19,174,9,93,23,378,119,1349
POA6059,0,18,0,180,6,0,0,3,0,5,0,5,0,24,147,190,0,0,0,0,0,0,0,0,0,12,17,32,435,118,15,296,30,229,13,161,36,922,184,2449
POA6060,0,7,0,235,8,5,0,4,5,3,0,0,0,16,193,234,0,0,4,3,3,3,0,0,0,17,18,46,882,150,18,430,47,286,17,157,14,606,221,2817
POA6061,0,5,0,77,16,3,0,6,5,11,0,5,0,17,202,270,3,0,5,5,0,0,0,4,0,27,27,60,883,166,28,524,49,415,23,219,37,825,247,3426
POA6062,0,13,0,147,8,0,0,3,0,11,0,0,0,17,208,261,3,0,0,0,0,0,3,0,3,32,23,71,661,142,23,446,58,365,22,260,37,1240,248,3514
POA6063,0,0,0,22,3,0,3,0,0,5,0,0,0,0,48,67,0,0,0,3,0,0,0,0,0,3,5,16,240,49,11,147,18,154,5,83,19,278,65,1062
POA6064,0,3,0,44,8,0,0,3,0,5,0,0,0,10,130,160,0,0,3,0,0,0,0,0,0,22,13,44,442,94,13,310,35,284,18,167,35,801,155,2348
POA6065,6,10,0,298,21,4,0,9,0,11,0,6,0,39,355,442,9,6,5,6,0,5,0,0,0,40,31,95,1445,213,42,745,88,604,33,302,47,1427,400,5348
POA6066,0,0,0,49,0,0,0,0,0,6,0,0,0,6,101,111,3,0,3,0,0,4,0,0,0,8,7,22,315,59,15,213,25,210,9,77,14,433,112,1489
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,3,7,0,154,16,0,0,4,3,7,0,4,0,19,284,339,5,0,4,3,3,0,0,0,0,13,12,35,1046,102,29,498,55,378,26,178,30,744,306,3391
POA6070,0,0,0,38,0,0,0,0,0,0,0,0,4,3,34,42,0,0,0,0,0,0,0,0,0,0,0,4,59,27,7,61,3,40,0,36,0,161,34,426
POA6071,0,0,0,38,0,0,0,0,0,0,0,3,0,3,21,31,0,0,0,0,0,0,0,0,0,3,0,4,51,18,0,53,5,49,3,37,6,145,25,396
POA6072,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,16,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,16,0,13,0,8,0,35,6,105
POA6073,0,0,0,17,3,0,0,0,0,0,0,0,0,3,21,28,0,0,0,0,0,0,0,0,0,0,3,6,66,15,3,49,10,48,3,29,8,151,23,392
POA6074,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,17,3,10,4,14,0,40,16,122
POA6076,0,19,0,217,3,0,0,0,0,9,0,3,0,23,160,205,0,0,0,0,0,0,0,3,0,19,11,38,337,114,24,298,28,272,13,242,27,1080,186,2627
POA6077,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,3,4,26,7,3,21,0,22,0,15,4,61,9,173
POA6078,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,18,5,4,0,9,0,31,3,102
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
POA6081,0,0,0,33,0,0,0,0,0,3,0,0,0,0,44,53,0,0,0,0,0,0,0,0,0,3,0,7,97,25,3,79,9,62,5,47,9,156,50,528
POA6082,0,0,0,27,0,0,0,0,0,0,0,0,0,6,26,32,0,0,0,0,0,0,0,0,0,0,3,4,80,9,3,58,10,38,6,30,0,110,33,368
POA6083,0,3,0,29,0,0,0,0,0,0,0,0,0,0,31,45,3,0,0,4,0,0,0,0,0,0,5,16,89,32,4,65,3,56,3,22,10,128,34,461
POA6084,0,4,0,53,3,0,0,0,0,0,0,0,0,4,67,79,0,0,0,0,0,0,0,0,0,3,3,13,205,44,13,134,16,101,13,69,10,224,81,905
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,8,0,204,4,0,0,0,0,3,0,4,3,0,139,156,0,0,0,0,0,0,0,0,0,5,3,15,534,117,8,271,38,235,21,111,18,300,143,1797
POA6101,0,3,0,173,3,0,0,0,0,0,0,0,0,3,155,161,3,0,0,0,0,0,0,0,0,5,9,24,588,98,20,264,41,210,11,94,17,289,166,1795
POA6102,0,0,0,50,4,0,0,0,0,0,0,3,5,3,56,73,0,0,0,0,0,0,0,0,0,4,4,9,250,56,10,146,11,125,14,73,16,300,66,1062
POA6103,0,0,0,88,0,0,0,0,0,0,0,0,0,6,114,129,0,0,0,3,0,0,0,0,0,5,5,11,339,61,3,175,10,152,11,75,11,192,119,1149
POA6104,0,4,0,101,0,0,0,3,0,5,0,3,0,17,114,142,3,0,0,0,0,0,0,0,0,12,10,19,426,59,14,180,26,150,14,106,15,311,128,1417
POA6105,0,0,0,48,0,0,0,3,0,5,0,5,0,11,98,121,0,0,0,0,0,0,0,0,0,7,9,18,330,59,7,175,24,153,14,90,10,401,117,1388
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,3,10,0,135,13,0,0,7,0,3,0,7,0,16,235,282,3,0,3,4,3,0,0,3,0,26,24,62,861,208,19,571,57,520,34,296,40,953,269,3834
POA6108,0,0,0,58,8,3,0,3,0,3,0,3,4,17,119,163,5,0,0,0,0,0,0,0,0,19,15,39,420,103,7,308,30,289,12,169,22,767,160,2280
POA6109,0,0,0,23,0,0,0,0,0,3,0,0,3,4,51,69,0,0,0,0,0,0,0,0,0,10,10,21,176,40,11,131,15,123,5,84,15,344,69,1006
POA6110,4,3,0,96,8,0,0,5,0,9,0,4,4,19,208,259,4,4,3,0,3,0,0,0,0,24,20,63,752,139,25,457,55,420,24,221,41,1016,248,3389
POA6111,0,13,0,97,3,0,0,3,3,4,4,8,0,15,157,189,3,0,4,7,0,3,0,0,3,19,8,36,402,102,18,323,37,276,19,190,32,784,173,2361
POA6112,0,15,0,211,16,3,0,10,0,18,3,3,3,25,338,432,4,3,0,0,0,5,0,0,3,36,34,90,1334,162,32,676,97,638,33,298,77,1271,400,5009
POA6121,0,0,0,24,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,4,0,7,47,16,0,51,5,48,7,18,3,81,21,295
POA6122,0,0,0,68,9,0,0,0,0,3,0,3,0,7,142,174,0,0,0,4,0,0,0,0,0,11,7,19,512,50,5,260,31,164,7,98,12,319,160,1621
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,3,22,5,0,32,0,26,0,15,5,50,8,163
POA6124,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,4,32,3,0,22,3,18,6,9,0,31,10,132
POA6125,0,4,0,29,0,0,0,0,0,0,0,0,0,3,12,20,3,0,0,0,0,0,0,0,0,6,3,14,89,11,3,62,4,48,4,25,4,133,21,401
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,4,0,7,0,5,0,7,4,43
POA6147,0,0,0,31,4,0,0,0,0,4,0,3,0,8,68,89,0,0,3,0,0,0,0,0,0,11,3,20,271,65,10,181,18,176,8,113,10,454,79,1382
POA6148,0,24,0,140,0,0,0,0,5,0,0,0,0,12,100,112,0,0,0,0,0,0,0,0,0,13,10,31,254,60,12,186,22,157,13,154,15,718,113,1704
POA6149,4,8,0,164,0,0,0,0,0,6,0,5,0,7,88,110,0,0,0,4,0,0,0,0,0,5,7,17,298,88,6,232,18,239,12,177,31,750,103,1953
POA6150,0,8,0,105,0,0,0,3,0,6,0,0,0,13,75,91,0,0,0,0,0,0,0,0,0,15,6,19,159,64,7,125,13,124,4,125,14,579,81,1295
POA6151,6,28,0,361,6,0,0,3,0,3,0,0,3,9,169,193,0,0,0,0,0,4,0,0,0,8,9,23,471,119,13,247,33,264,12,142,29,435,182,1938
POA6152,0,19,0,346,14,0,0,3,0,5,3,3,0,8,194,240,4,0,0,0,0,0,0,0,0,4,12,24,712,141,12,360,29,258,23,199,29,710,218,2683
POA6153,0,50,0,448,3,0,0,0,0,4,0,4,3,17,150,180,3,0,0,0,0,0,0,0,0,14,3,31,403,110,5,271,28,221,17,187,19,788,154,2209
POA6154,4,6,3,110,3,0,0,3,0,3,0,0,0,5,50,67,3,0,0,0,0,0,0,0,0,11,3,20,190,40,3,100,12,88,7,79,16,354,63,955
POA6155,3,3,0,237,5,0,0,3,0,5,3,3,0,15,228,262,0,0,3,3,0,3,0,0,0,19,9,43,732,178,25,560,48,506,42,326,48,1265,255,3989
POA6156,0,31,0,181,3,0,0,3,0,0,0,0,0,13,96,123,0,0,0,3,0,0,0,0,0,9,8,27,323,73,13,183,8,131,4,128,12,561,109,1555
POA6157,0,9,0,163,5,0,0,4,0,4,0,4,0,8,92,119,0,0,0,0,0,0,0,0,0,8,6,18,343,50,3,194,19,143,13,109,14,414,107,1412
POA6158,0,3,0,122,0,0,0,0,0,0,0,6,0,6,63,74,0,0,0,0,0,0,0,0,0,0,4,11,159,34,5,96,14,75,5,68,11,221,69,755
POA6159,0,19,0,128,0,0,0,3,0,0,0,3,0,0,43,51,0,0,0,0,0,0,0,0,0,3,0,3,111,24,3,54,13,51,3,39,5,117,45,465
POA6160,0,5,0,143,4,0,0,3,0,5,0,3,0,4,94,108,3,0,0,0,0,0,0,0,0,3,0,7,271,60,10,137,17,89,3,71,11,207,97,961
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,3,14
POA6162,0,7,0,139,3,0,0,0,0,3,0,0,0,8,87,108,0,0,0,0,0,0,0,0,0,5,6,17,227,60,4,178,14,128,7,98,15,340,102,1168
POA6163,7,16,4,350,13,4,0,9,0,10,0,6,4,53,366,466,3,0,3,3,0,0,0,0,3,34,37,87,1087,206,42,730,66,549,50,356,72,1780,432,5374
POA6164,0,8,0,292,16,0,0,15,4,15,0,5,3,17,397,473,12,4,0,5,0,0,0,0,0,27,27,72,1521,190,27,771,86,586,34,275,50,936,445,4916
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,11
POA6166,0,3,0,83,0,0,0,0,0,4,0,0,0,7,63,75,0,0,0,0,0,0,0,0,0,12,11,25,213,36,8,135,18,96,7,77,4,351,76,1021
POA6167,0,5,0,64,3,0,4,0,5,11,0,3,0,18,155,197,3,0,0,0,0,0,0,0,0,9,14,32,505,71,19,286,51,284,15,152,29,649,177,2230
POA6168,3,13,0,90,0,0,3,5,3,9,0,4,0,38,198,255,3,0,0,7,0,0,0,0,4,38,23,74,370,92,12,315,33,278,17,194,33,1158,245,2754
POA6169,0,5,0,150,3,0,0,6,0,4,0,8,0,36,285,346,7,0,3,3,0,4,0,0,4,36,18,76,565,113,29,455,58,447,26,254,49,1403,323,3720
POA6170,0,0,0,46,4,0,0,0,0,4,0,0,0,3,91,108,0,0,0,0,0,0,0,0,0,3,5,5,379,37,16,178,20,138,19,53,9,168,104,1116
POA6171,0,0,0,131,7,0,0,4,0,3,0,8,0,12,283,322,0,0,4,0,0,0,0,0,0,12,6,20,825,70,25,356,47,323,24,117,18,628,296,2733
POA6172,0,0,0,50,3,0,0,0,0,3,0,0,0,7,117,139,0,0,0,0,0,0,0,0,0,11,9,19,232,17,6,136,16,122,13,58,16,310,131,1063
POA6173,0,6,0,73,7,0,0,0,0,0,0,0,0,0,92,95,0,0,0,0,0,0,0,0,0,3,3,9,204,20,3,115,19,92,0,38,13,179,93,773
POA6174,0,0,0,16,0,0,0,0,0,0,0,0,0,3,24,30,0,0,0,0,0,0,0,0,0,3,3,7,68,17,0,51,9,26,3,11,3,61,27,278
POA6175,0,0,0,12,3,0,0,0,0,0,0,0,0,0,31,37,0,0,0,0,0,0,0,0,0,8,0,7,62,10,0,41,0,47,3,14,4,93,32,308
POA6176,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,20,5,17,0,6,0,25,11,145
POA6180,0,0,0,28,3,0,0,0,0,0,0,0,0,6,54,66,0,0,0,0,0,0,0,0,0,0,0,3,101,16,5,72,10,52,5,31,9,188,59,540
POA6181,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,4,3,3,0,12,8,49
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,15,3,12,0,8,3,27,11,119
POA6208,0,10,0,56,0,0,0,3,0,4,0,0,0,25,114,152,0,0,0,0,0,0,0,3,0,20,7,35,172,51,7,158,12,126,13,110,24,760,128,1561
POA6209,0,0,0,10,0,0,0,0,0,0,0,0,0,3,24,29,0,0,0,0,0,0,0,0,0,7,3,11,20,12,3,17,4,19,3,14,3,126,29,243
